EID,BTEID,IFHOME,BTBL,BTYEAR,BTENDYEAR,TARGET
82505,82505,1,1.0,1996,,0
83312,662572,0,0.51,2007,,0
83312,655388,0,0.51,2007,2011.0,0
83312,625899,1,0.1,1998,2011.0,0
83660,739027,1,0.017,2014,,0
83660,730465,0,0.05,2013,,0
83660,721753,0,0.03,2013,,0
83660,715207,1,0.011000000000000001,2014,,0
83660,703535,1,0.25,2014,,0
83660,696432,1,0.05,2015,,0
83660,688948,1,0.01,2014,,0
83660,688245,1,0.15,2015,,0
83660,685902,1,0.06,2015,,0
83660,682225,0,0.05,2013,,0
83660,672763,1,0.085,2012,,0
83660,648462,1,0.05,2013,,0
83660,647069,1,0.02,2014,,0
83660,420275,1,0.125,2014,,0
83660,396848,1,0.048,2015,,0
83660,259180,1,0.14300000000000002,2015,,0
83660,240661,1,0.15,2014,,0
85091,734355,1,0.15,2001,,0
85091,643637,1,0.23800000000000002,2005,,0
85091,68038,1,0.2,2009,,0
85560,677614,1,0.125,2004,2009.0,0
85560,659453,0,0.9329999999999999,2009,,0
85948,642747,1,0.4,2000,2007.0,0
87626,667035,1,0.33299999999999996,2011,,0
89002,679297,1,0.3,2002,,0
91388,645177,1,0.05,2004,2011.0,0
96865,717094,0,1.0,2015,,0
97084,713231,0,0.7,2013,,0
100283,684041,0,1.0,2014,,0
100708,679204,1,1.0,1993,2007.0,0
106265,735104,0,0.0,2011,2013.0,0
106265,726952,0,0.52,2015,,0
106265,699840,0,0.5,2011,,0
106265,692786,1,0.7,2009,,0
106265,673586,1,0.49,2015,,0
106265,650697,0,0.5,2014,,0
106265,639658,1,0.3,2014,,0
106265,636772,1,0.7,2009,,0
109087,724572,1,0.022000000000000002,1999,,0
113635,675280,0,0.51,2013,,0
114059,644268,0,1.0,2014,,0
114607,677852,1,1.0,2002,2012.0,0
114607,116999,1,1.0,2013,,0
114731,407677,1,1.0,2002,,0
115009,676981,1,0.16699999999999998,2015,,0
117948,667355,0,0.01,2015,,0
117948,312229,1,0.99,2008,,0
118027,724809,0,0.8,2014,,0
120291,662370,0,0.509,2007,,0
120339,644051,1,1.0,2008,2009.0,0
120786,733070,1,0.249,2014,,0
121180,727979,0,0.51,2011,,0
121180,722939,0,0.5,2014,,0
121180,712493,0,0.2,2015,,0
121180,712221,0,0.0,2006,,0
121180,703524,0,0.0,2015,,0
121180,684585,0,0.2,2005,,0
121180,680349,0,0.51,1997,,0
121180,676978,0,0.72,1994,,0
121180,675346,0,0.51,2014,,0
121180,673853,0,0.33299999999999996,1997,,0
121180,665441,0,0.05,2004,,0
121180,660920,0,0.5,2009,,0
121180,657927,0,0.36700000000000005,2008,,0
121180,653356,0,0.33299999999999996,2010,,0
121180,652035,0,1.0,2010,,0
121180,643550,0,0.51,2010,,0
121180,638244,0,0.5,1988,,0
121615,719128,0,0.1,2007,2007.0,0
121615,664734,0,0.1,2007,2008.0,0
121896,104877,1,0.8,2014,,0
122142,688662,1,0.28,2000,2006.0,0
124102,734813,1,0.1,1994,2008.0,0
127808,347443,1,0.33299999999999996,2012,,0
129289,666770,0,0.2,2015,,1
133567,413619,1,0.11800000000000001,2014,,0
139341,731198,0,1.0,2014,,0
142401,691545,1,0.8,2004,2008.0,1
142644,699959,0,0.1,2014,,0
143568,670359,1,0.9,2015,,0
144232,727870,1,0.2,2013,,0
145649,704000,0,0.833,2008,,0
145858,718871,1,0.29,2015,,0
147182,721785,0,1.0,2005,,0
147182,647234,0,0.33299999999999996,2007,,0
148400,725394,0,0.1,2013,,0
148400,676325,0,0.1,2012,,0
148400,664129,0,0.1,2008,,0
148400,644484,0,0.1,2014,,0
148557,688605,0,0.1,2015,,0
150144,701304,1,1.0,2005,,0
150144,700619,1,0.1,2007,,0
150144,651871,0,0.9,2010,,0
150144,242809,1,1.0,2002,,0
150176,697339,0,0.1,2009,,0
150176,119649,1,0.8029999999999999,2012,,0
152288,733955,0,0.39,2012,,0
152288,631610,0,0.33299999999999996,2012,,0
153825,696044,1,1.0,1992,,0
153907,356510,1,0.66,2015,,0
153907,74449,1,0.3,2000,,0
154953,167804,1,0.35,2012,,0
155528,708327,0,1.0,2011,,0
155533,646128,1,0.925,2007,,0
155533,423783,1,0.7,2006,,0
155533,225601,1,0.0,2000,,0
156045,636367,0,0.4,2004,,0
158903,636354,0,0.9,2012,2014.0,0
158903,629545,0,1.0,2008,,0
158903,395849,1,0.94,2010,,0
161304,470647,1,0.603,2013,,0
161535,398116,1,0.49,2012,,0
163092,372549,1,0.65,2015,,0
163092,255042,1,0.9,2014,,0
163092,192979,1,0.46,2015,,0
163092,77703,1,0.65,2015,,0
165199,673330,1,0.5,1993,,0
166668,683903,0,0.55,2014,,0
166668,652001,0,0.55,2014,,0
166668,624157,0,0.55,2014,,0
169076,628804,0,0.49,2015,,0
169076,139557,1,0.667,2014,,0
169076,132966,1,0.667,2014,,0
169076,66791,1,0.667,2014,,0
169229,729138,0,1.0,2000,,1
169229,728926,0,0.8,2010,,1
169229,667147,0,1.0,2010,,1
169229,634971,1,1.0,2014,,1
169229,632234,0,0.8959999999999999,1998,,1
169229,625099,0,1.0,2014,,1
172427,698317,1,0.257,2014,,0
172427,681273,1,0.1,2006,2008.0,0
174280,51512,1,0.3,2014,,1
176367,679888,0,1.0,2014,,0
176367,661029,1,1.0,2014,,0
176367,626737,0,1.0,2012,,0
176367,206726,1,1.0,2014,,0
176367,43212,1,0.4,2014,,0
177358,647351,1,0.977,2015,,0
177425,678322,1,0.6,2010,,0
178504,731946,1,0.01,2012,,0
181418,676395,1,0.33299999999999996,2015,,0
181519,657059,1,0.8,1998,2007.0,0
181799,628450,0,0.05,2012,,0
183654,639466,1,0.18,2014,,0
188803,683948,1,1.0,2006,2008.0,0
189015,436145,1,1.0,2012,,0
189686,736396,1,0.125,2012,,0
190920,714537,0,0.1,2012,,0
191880,256142,1,1.0,2007,,1
193677,695059,0,0.23,2014,,0
193918,691901,1,0.49,2007,2015.0,0
194487,716697,1,0.05,2009,2011.0,0
194699,733456,0,0.8,2014,,0
194699,732206,0,0.8,2013,,0
194699,720295,0,0.8,2015,,0
194699,709097,0,0.8,2013,,0
194699,674913,0,1.0,2014,,0
194699,672759,0,0.95,2014,,0
194699,667705,0,0.95,2014,,0
194699,663270,1,0.25,1999,,0
194699,657320,1,1.0,2014,,0
194699,647516,0,0.8,2015,,0
194699,636508,0,0.51,2015,,0
194699,490831,1,0.81,2002,,0
194699,58600,1,0.96,2005,,0
196199,735873,1,0.006,2010,,0
196199,520096,1,0.16699999999999998,2014,,0
196199,408123,1,0.264,2015,,0
196199,397174,1,0.165,2014,,0
196199,97304,1,0.009000000000000001,1999,,0
199694,641630,0,1.0,2015,,1
201565,702059,0,0.51,2005,2011.0,0
201565,698392,1,0.5,2001,2007.0,0
204356,703960,1,0.996,2007,,1
204910,735327,1,0.3,2002,,0
207937,635348,0,0.7,2002,2003.0,1
208625,188722,1,0.125,2002,,0
212465,347092,1,0.4,2015,,0
212465,80885,1,0.4,2014,,0
212986,24020,1,1.0,2007,,0
214586,645938,1,0.49,2006,,1
217452,266203,1,1.0,2008,,0
217705,685970,0,0.5,2013,,0
222558,706646,1,0.05,2001,,0
222558,693937,1,0.05,2009,,0
225186,732505,1,0.4,2004,,0
225186,718952,0,0.084,2005,,0
225186,684967,1,0.4,2004,2007.0,0
225186,679416,1,0.045,2004,,0
225186,661151,1,0.5,2006,,0
225186,642471,1,0.4,2004,2007.0,0
225186,640164,0,0.25,2014,,0
225186,639912,0,0.6,2003,2010.0,0
225186,638950,0,0.4,2003,,0
225186,631507,0,0.95,2005,,0
225186,626356,0,0.1,2004,,0
225186,624513,0,0.9,2009,,0
225186,378788,1,0.212,2003,,0
225186,253199,1,0.33299999999999996,2005,,0
225186,89919,1,0.04,2003,,0
225411,651088,1,0.077,2015,,0
226146,732406,1,0.6,2002,2015.0,0
226146,684214,0,1.0,2007,,0
226146,440717,1,0.67,1997,,0
229313,736025,0,0.99,2013,,0
229313,655215,0,1.0,1993,,0
229313,651317,0,0.5,2001,,0
229313,635548,0,0.5,1995,,0
229313,624522,0,0.6,1991,,0
229313,254195,1,0.99,2013,,0
229313,140461,1,1.0,2015,,0
229313,118741,1,1.0,1993,,0
230258,716423,1,0.5,2009,,0
230258,633423,1,0.917,2012,,0
230258,453981,1,0.51,2013,,0
230258,150894,1,0.51,2013,,0
230258,24234,1,0.0,2009,,0
230907,654215,0,0.5,2015,,0
230907,624213,0,0.49,2012,,0
235967,688435,1,0.46,2013,,0
235967,401864,1,0.33299999999999996,2014,,0
239567,719892,1,1.0,2015,,0
239567,711414,1,1.0,2013,,0
239567,705394,1,1.0,2013,,0
239567,642363,1,1.0,2012,,0
239567,445921,1,0.703,2008,,0
240609,637824,0,0.032,2013,,0
243485,699846,1,0.01,2014,,0
243586,739905,1,1.0,2014,,0
244784,733836,0,0.3,2008,2012.0,0
244784,732676,0,0.3,2008,,0
244784,721685,0,0.3,2008,2012.0,0
244784,708497,0,0.3,2008,2009.0,0
244784,707277,0,0.3,2008,2014.0,0
244784,706257,0,0.3,2008,2012.0,0
244784,705164,0,0.3,2008,2013.0,0
244784,703047,0,0.3,2008,2009.0,0
244784,701821,0,0.3,2008,,0
244784,696924,0,0.3,2008,2009.0,0
244784,693489,0,0.3,2008,2009.0,0
244784,685603,0,0.3,2008,,0
244784,668893,0,0.3,2008,2010.0,0
244784,662197,0,0.3,2008,2012.0,0
244784,657674,0,0.3,2008,,0
244784,657268,0,0.3,2008,,0
244784,646268,0,0.3,2008,2013.0,0
244784,637990,0,0.3,2008,2013.0,0
245922,733308,0,0.51,2007,,0
247340,225601,1,0.0,2000,,0
248025,654878,0,0.51,2010,2012.0,0
248221,629213,0,1.0,2015,,0
248629,360399,1,1.0,2006,,0
248629,73003,1,1.0,2013,,0
250366,728199,1,0.091,2011,,0
250366,286248,1,0.9359999999999999,2000,,0
250366,130004,1,0.49,2006,,0
251658,730063,1,0.125,2005,2011.0,0
251658,704006,1,1.0,2009,,0
251658,694045,0,1.0,2006,,0
251658,642892,1,1.0,2004,,0
251658,270717,1,1.0,2004,,0
251664,727034,0,0.9,2013,,0
251664,707777,0,1.0,2014,,0
251664,62387,1,1.0,2013,,0
251833,690962,0,1.0,2015,,0
252721,666251,0,0.2,2013,,0
253189,720594,1,0.975,1996,2011.0,0
253189,689463,0,1.0,1995,2007.0,0
253848,701586,1,0.5,2015,,0
253848,697133,1,1.0,2015,,0
256061,323859,1,0.51,2015,,0
256644,639730,0,0.846,2010,,0
261286,691612,0,0.5,2014,,0
261286,651374,0,0.243,2014,,0
263127,695090,0,0.55,2010,,0
263756,707088,0,1.0,2001,,0
263756,704827,0,1.0,2008,,0
263756,703526,1,1.0,2003,,0
263756,698735,0,1.0,2007,,0
263756,678802,0,1.0,2007,,0
263756,671921,0,1.0,2008,,0
263756,635319,0,1.0,2000,,0
263756,167083,1,1.0,2005,,0
265017,719237,0,0.98,2013,,0
265017,702846,1,0.7,2015,,0
265491,496656,1,0.15,2006,,0
269371,737530,0,1.0,1989,,0
269371,724234,1,1.0,1980,,0
269371,711902,0,1.0,1990,,0
269371,708625,1,0.73,1998,2009.0,0
269371,679015,1,1.0,2000,2010.0,0
269371,662737,1,0.184,1993,2013.0,0
269371,653300,0,1.0,1980,,0
269371,649108,0,1.0,1991,,0
269371,30942,1,1.0,1986,,0
271549,737591,1,0.4,2006,2013.0,0
271549,648576,1,0.33299999999999996,2007,,0
271549,463687,1,0.5,2007,,0
272965,697874,0,0.55,2011,,0
274650,731303,1,1.0,2006,,0
274650,728555,0,0.51,2003,,0
274650,704572,1,0.5,2006,,0
274650,691957,1,0.51,2003,2006.0,0
274650,665852,1,0.2,2005,2011.0,0
274650,655900,0,1.0,2012,,0
276193,733425,0,0.48,2014,,0
276193,729225,0,0.9670000000000001,2015,,0
276193,728742,0,0.9890000000000001,2015,,0
276193,727674,0,0.48,2015,,0
276193,724976,0,0.98,2015,,0
276193,719352,0,0.997,2015,,0
276193,712014,0,0.49,2014,,0
276193,708560,0,0.489,2015,,0
276193,700290,0,0.012,2012,,0
276193,695962,0,0.987,2015,,0
276193,695548,0,0.319,2015,,0
276193,688631,0,0.149,2010,,0
276193,687421,0,0.21,2014,,0
276193,679705,0,0.495,2014,,0
276193,679090,0,0.46399999999999997,2015,,0
276193,653109,0,0.743,2014,,0
276193,649884,0,0.49,2014,,0
276193,640597,0,0.048,2013,,0
276193,631007,0,0.479,2014,,0
277437,719906,1,1.0,2006,2013.0,0
277437,716975,1,0.35,1999,2008.0,0
278766,388639,1,0.52,2010,,0
279251,721160,0,0.46,1993,,0
279251,714371,0,0.011000000000000001,2012,,0
279251,713751,0,0.01,2015,,0
279251,712664,0,0.011000000000000001,2012,,0
279251,712261,1,0.98,2004,2009.0,0
279251,688320,0,0.3,2015,,0
279251,676820,0,0.017,2011,,0
279251,648205,0,1.0,2014,,0
279251,28225,1,0.5,2012,,0
280338,685105,1,0.6,2008,2013.0,0
281357,739043,1,0.846,2002,,0
281357,737023,0,1.0,2012,,0
281357,736039,0,1.0,2013,,0
281357,732971,0,0.77,2010,,0
281357,731291,0,0.5,2007,,0
281357,730875,0,0.569,2007,,0
281357,720009,0,0.1,2014,,0
281357,717023,0,0.96,1992,,0
281357,713457,0,1.0,2012,,0
281357,711181,0,0.9,2011,,0
281357,707856,0,0.58,2001,,0
281357,702051,0,0.2,2008,,0
281357,695503,0,1.0,1997,2012.0,0
281357,689905,0,1.0,2000,,0
281357,686962,0,0.35,2011,,0
281357,685260,0,1.0,2011,,0
281357,683844,0,0.9890000000000001,2002,,0
281357,683567,0,0.51,2010,,0
281357,681522,0,0.948,1992,,0
281357,678510,1,0.33299999999999996,1996,,0
281357,676470,0,0.45,2007,,0
281357,675418,0,0.49,2010,,0
281357,674488,0,0.65,2011,,0
281357,673335,0,0.75,2000,,0
281357,671602,0,0.58,2001,2011.0,0
281357,665446,0,0.54,2013,,0
281357,663121,0,0.6,2012,,0
281357,660666,1,1.0,1996,,0
281357,659964,0,0.27,2011,,0
281357,653253,0,0.4,2009,,0
281357,650948,1,0.516,1996,,0
281357,650561,0,0.7,1994,,0
281357,646539,0,0.648,2011,,0
281357,644859,0,1.0,2014,,0
281357,644724,0,0.6,1999,,0
281357,642932,0,1.0,2012,,0
281357,638204,0,1.0,2012,,0
281357,635310,0,0.767,1997,,0
281357,634465,0,1.0,1996,,0
281357,630517,0,0.7,2013,,0
281357,625449,0,0.57,2010,,0
281357,121719,1,0.5,2009,,0
283072,625574,0,0.3,1995,2012.0,0
285485,673272,1,0.1,2014,,0
285485,50499,1,0.55,2014,,0
286989,644961,0,0.7,2007,,0
289575,674663,0,0.45,2000,,0
289973,363144,1,1.0,2015,,0
290066,652045,1,0.51,2005,2014.0,0
290637,672024,0,0.153,2010,,0
290637,56651,1,1.0,2010,,0
291048,650457,1,0.3,2014,,0
291078,465153,1,0.5,2012,,0
292060,448426,1,0.2,2004,,0
292290,738985,1,0.75,2013,,0
293588,649859,0,0.29,2012,,0
293879,55755,1,0.1,2009,,0
294204,694149,0,0.2,2014,,0
296871,658638,1,0.033,2015,,0
297807,734832,1,0.995,1999,,0
297807,723214,1,1.0,2013,,0
297807,712587,0,1.0,2010,,0
297807,444314,1,0.5,2015,,0
297807,285033,1,1.0,2015,,0
297842,709544,0,0.9,2005,2012.0,0
298150,652039,0,0.9,2013,,0
300007,700597,1,1.0,2014,,0
300007,381021,1,0.51,2011,,0
301673,738196,0,1.0,2006,,0
301673,733071,1,1.0,1978,,0
301673,726669,0,1.0,2007,,0
301673,720313,0,0.9,2002,,0
301673,710717,1,0.49,2007,,0
301673,702161,0,1.0,2010,,0
301673,693605,0,0.51,2015,,0
301673,693421,0,1.0,2006,2014.0,0
301673,689421,0,0.8,1997,2001.0,0
301673,681260,0,1.0,2011,,0
301673,661729,1,0.5,2013,,0
301673,655650,0,1.0,2013,,0
301673,653431,0,0.5,1998,2002.0,0
301673,644877,0,1.0,2008,,0
301673,643234,0,0.5,2010,,0
301673,643071,0,0.6,2013,,0
301673,640627,0,0.51,2012,,0
301673,636938,1,1.0,2003,,0
301673,635200,0,1.0,2010,,0
301673,635040,1,0.5,2008,,0
301673,628271,1,1.0,2009,,0
301673,625973,0,1.0,2008,2012.0,0
301673,518901,1,0.5,2005,,0
301673,414616,1,0.7,2008,,0
301673,326266,1,1.0,1991,,0
301673,292825,1,1.0,1981,,0
301673,208692,1,0.05,2012,,0
302649,638202,0,1.0,2015,,0
305615,160228,1,0.36,2007,,0
306976,719178,0,0.16,2010,,0
306976,719132,0,0.2,2010,,0
306976,716632,0,0.24,2012,,0
306976,693820,0,0.25,2005,,0
306976,679666,0,0.18,2011,,0
306976,647749,0,0.15,2010,,0
306976,643143,0,0.2,2010,,0
306976,628575,0,0.2,2010,,0
307362,712557,0,0.51,2005,,0
307362,661654,0,0.28300000000000003,2006,,0
307362,623352,0,1.0,2006,,0
307578,168422,1,0.3,2011,,0
307578,119727,1,0.5,2007,,0
308663,712561,0,0.9,2003,2008.0,0
309239,700540,1,0.99,2008,,0
312125,494668,1,0.15,2014,,0
312914,300308,1,0.6,2012,,0
314391,656470,0,0.51,2015,,0
314650,650381,1,0.2,2002,,0
320297,713440,1,0.7959999999999999,2002,2009.0,0
320297,699311,1,1.0,1991,,0
320297,698025,0,1.0,1986,,0
320297,695432,1,0.8,2002,2008.0,0
320297,641542,0,0.25,1985,2004.0,0
320297,625585,0,0.076,1993,2010.0,0
320297,439453,1,0.4,1997,,0
320653,722765,0,1.0,2012,,0
320653,708658,0,1.0,2015,,0
320653,676586,0,1.0,2015,,0
322608,218607,1,0.9,2009,,0
324926,729177,1,0.9,2015,,0
324926,108376,1,0.8,2014,,0
327308,657974,1,0.99,2007,2011.0,0
330660,460967,1,1.0,2013,,0
330660,183950,1,1.0,2014,,0
331131,731505,0,0.2,2014,,0
331131,679530,1,0.25,2009,2011.0,0
331131,171335,1,0.25,2012,,0
331177,646883,1,0.33299999999999996,1999,,0
332482,705780,1,0.5,2005,2007.0,0
332482,632728,1,0.8,2008,2010.0,0
332482,626017,1,0.99,2005,2008.0,0
332514,737861,0,0.16699999999999998,2014,,1
332514,682188,1,0.99,2012,2013.0,1
337511,731312,0,1.0,2013,,0
337511,707913,0,1.0,2013,2013.0,0
342484,656601,1,0.083,2013,,0
342530,734078,0,1.0,1994,2002.0,0
342530,726871,0,1.0,1991,2002.0,0
342917,696486,1,1.0,2009,,0
342917,484212,1,1.0,2005,,0
343987,2189,1,0.8,1998,,0
347847,516567,1,0.2,2011,,0
347983,147553,1,1.0,1997,,0
349184,136635,1,0.3,2008,,0
349184,62308,1,0.9,2012,,0
351129,635807,0,0.1,2003,,1
352425,208219,1,0.45,2015,,0
352452,672996,0,1.0,2014,,0
354242,737063,0,0.2,2006,,0
354580,706476,0,0.75,2014,,1
354580,691374,0,0.51,2013,,1
356147,737176,0,0.33299999999999996,2014,,0
356147,736519,0,0.33299999999999996,2014,,0
356147,697488,0,0.3,2014,,0
356147,667799,0,0.33299999999999996,2014,,0
356147,667059,0,0.25,2014,,0
356147,454692,1,0.4,2014,,0
361192,731338,1,1.0,2015,,0
361192,644474,1,1.0,1983,2008.0,0
361192,422547,1,1.0,1987,,0
361415,653093,1,1.0,2013,,0
361415,297428,1,0.5,2012,,0
361610,649750,1,0.05,2013,,0
364249,660972,0,0.4,2001,,0
364249,648187,0,0.778,2003,,0
364249,640433,0,0.9,2008,,0
364249,637671,1,0.88,2004,2007.0,0
366117,379408,1,1.0,2008,,0
367854,379025,1,1.0,2011,,0
367854,253048,1,0.5,2009,,0
367854,51570,1,1.0,2011,,0
373774,732423,0,0.51,2009,2010.0,0
373973,717705,1,0.6,2009,,0
373973,643001,1,0.5710000000000001,2008,,0
373990,702415,0,0.16699999999999998,1994,2013.0,0
373990,135500,1,0.25,2000,,0
376607,642927,1,0.95,2015,,0
377133,729497,1,0.001,2006,2011.0,0
379964,708409,0,0.51,2014,,0
381036,696197,0,0.315,2014,,0
381036,665976,0,0.5,2014,,0
382214,653784,1,0.02,2004,,0
382214,66962,1,0.5,2006,,0
387386,693859,1,1.0,2015,,0
390318,736530,1,0.545,2015,,0
390318,651602,0,0.95,2010,,0
390318,161770,1,0.7859999999999999,2014,,0
391427,728349,0,0.36700000000000005,1992,2011.0,0
391427,720281,0,0.01,2002,2009.0,0
391427,667997,0,0.5,1992,,0
391427,665113,0,0.25,2003,2005.0,0
391427,636510,0,0.625,1997,2004.0,0
391427,625491,0,0.125,1997,2001.0,0
392442,95678,1,0.33299999999999996,1999,,0
394624,202005,1,0.05,2015,,0
396623,627348,0,0.055,2004,,0
396640,631209,0,0.45,2013,,0
396808,706475,0,0.5,1996,,0
398151,735613,1,1.0,2011,,0
398151,670503,1,1.0,2006,,0
398665,680524,1,0.2,2000,2008.0,0
398665,679810,1,1.0,2003,,0
399191,691940,0,0.6,2012,,0
399191,688902,0,0.6,2013,,0
399191,681572,0,0.6,2014,,0
399191,665402,1,0.9,2003,,0
399191,655298,1,0.5,2011,,0
399191,184931,1,1.0,2014,,0
400697,632297,1,0.075,2014,,1
401348,730046,0,0.8079999999999999,2008,,0
401348,716294,0,0.24,2015,,0
403039,653367,1,1.0,1998,2009.0,0
406607,684917,0,0.18,2005,,0
406607,654612,0,0.35,2004,2006.0,0
406719,647423,1,0.233,2014,,0
406719,635031,0,0.125,2011,,0
406719,400302,1,0.02,2015,,0
406719,162092,1,0.17,2007,,0
407890,656094,1,1.0,2011,,0
407930,710990,1,1.0,2005,,0
407930,677817,0,1.0,2015,,0
407930,136583,1,1.0,2008,,0
408910,735650,0,1.0,2007,2013.0,0
408910,687732,0,1.0,2007,2014.0,0
408910,627214,0,0.01,2008,,0
410590,673875,1,1.0,2014,,0
410590,14024,1,1.0,2011,,0
411247,638494,1,1.0,2012,,0
412075,628589,0,0.21,2010,,0
414223,90505,1,1.0,2009,,1
414320,422716,1,0.99,2015,,0
414320,90844,1,0.99,2015,,0
415698,726276,0,1.0,2010,,0
415698,720141,0,1.0,2008,,0
415698,709624,0,0.51,2001,,0
415698,677045,0,1.0,2004,,0
415698,648822,0,1.0,2011,,0
417631,719605,1,1.0,1994,,1
418270,721540,1,0.5,2002,,0
418270,656628,1,0.5,2014,,0
418504,630791,0,0.66,2015,,0
419800,668630,0,0.6,2013,2014.0,0
421481,721204,1,0.4,1998,,0
423322,699337,1,0.491,2015,,0
423322,626598,0,0.32,2015,,0
423322,624703,0,0.18,2001,,0
423322,470798,1,0.2,2013,,0
423322,462842,1,0.51,2014,,0
425858,625693,0,1.0,2009,,0
428283,663038,0,0.15,2012,,0
432158,727277,0,1.0,2007,,0
432158,727180,0,0.9,2011,,0
432158,717243,0,0.51,2011,,0
432158,637816,0,1.0,2007,,0
432158,633290,1,1.0,2006,,0
432158,623992,0,1.0,2012,2013.0,0
432955,639364,0,0.8340000000000001,2001,,1
434066,690729,0,0.3,2014,,0
435315,690006,0,0.034,2010,,0
436713,704046,1,0.8,2013,,0
436713,689478,0,1.0,2014,,0
438382,718939,0,0.7,2014,,0
438382,626964,0,0.7,2014,,0
438746,719335,0,0.5,2013,,0
438746,711457,0,0.33,2014,,0
438746,677947,1,0.5,2015,,0
438746,657998,1,0.95,2010,2012.0,0
438746,623639,1,0.077,2005,,0
441999,675819,1,1.0,2011,,1
449392,718337,0,1.0,2014,,0
449468,675969,1,0.33299999999999996,2015,,1
449468,187912,1,0.5,2014,,1
450448,25733,1,1.0,2010,,0
450470,719933,1,0.25,2011,,0
450470,700634,0,0.4,2006,2012.0,0
450470,662334,1,0.5,2002,,0
450470,656037,1,0.2,1999,2007.0,0
450470,169227,1,0.2,2011,,0
454267,722979,1,0.01,2008,,0
454267,682628,0,0.401,2008,,0
454267,632515,0,0.9,2002,,0
454267,506305,1,0.3,2006,,0
454267,484418,1,0.5,2007,,0
454267,173669,1,0.4,2009,,0
455575,739046,1,0.46,1996,2008.0,0
455575,695154,1,0.8,2007,,0
455575,405105,1,0.4,2013,,0
455575,350481,1,0.6,2011,,0
455575,223634,1,0.4,2009,,0
455575,142355,1,0.5,2002,,0
457430,739038,0,0.49,2008,,0
457430,736655,1,0.85,2009,,0
457430,661898,1,1.0,2015,,0
457430,633055,0,1.0,2015,,0
457430,420994,1,0.75,2005,,0
457430,150819,1,0.5,2008,,0
457981,624796,0,0.35,2010,,0
459235,700566,0,0.2,2013,,0
459235,691204,0,0.35,2013,,0
462901,672838,1,0.1,1996,,0
463517,734308,1,0.6,2000,,0
463517,687820,1,0.33299999999999996,2009,,0
464525,703311,1,0.336,2010,2013.0,0
464525,701786,1,0.51,2011,2013.0,0
464525,668644,1,0.5,2014,,0
464525,628531,1,0.28600000000000003,2010,2013.0,0
464525,271696,1,0.5,2015,,0
464525,163063,1,0.46,2015,,0
465547,680735,0,0.35,2014,,0
466161,719853,0,0.35,2011,,0
466956,654938,1,1.0,1993,2008.0,0
468968,636678,1,0.55,2012,,0
470879,624868,0,0.6,2011,2013.0,1
473899,730782,0,0.9,2012,2015.0,0
475534,101512,1,0.8,2010,,0
480914,723650,1,0.85,2013,,0
480914,653702,1,0.551,2006,,0
481309,151951,1,0.11599999999999999,2012,,0
481575,734763,1,0.6,2010,,0
481575,730719,1,0.4,2011,,0
481575,704858,1,1.0,2008,,0
481575,678921,1,1.0,2010,,0
481575,675714,1,1.0,2010,,0
481575,659650,1,1.0,2010,,0
484695,648251,1,0.012,2010,,0
485034,680048,1,0.8590000000000001,2001,,0
485034,292785,1,0.49,1997,,0
485453,64650,1,0.6,2015,,0
485472,666884,0,0.028999999999999998,2013,,0
485472,639119,1,0.485,2010,,0
486771,668107,1,1.0,2008,,0
486812,648742,1,0.16699999999999998,2005,,0
488721,719611,1,1.0,2008,,0
488721,658093,1,0.8,2003,2007.0,0
488721,657136,1,1.0,1999,2011.0,0
488721,399364,1,0.125,2000,,0
488721,3208,1,0.047,2012,,0
490830,623726,0,0.1,2014,,0
492720,674512,1,0.07400000000000001,2014,,0
492720,60988,1,0.03,2013,,0
494439,669932,0,1.0,2010,2013.0,0
497465,727124,1,0.3,2015,,0
497465,679518,0,0.51,2013,,0
497465,660929,1,0.5,2015,,0
500794,668912,0,1.0,2010,,0
502252,114633,1,0.5,2013,,0
502529,713341,0,0.083,2005,2010.0,0
502608,719541,1,0.9329999999999999,2007,,0
502608,712249,1,0.9,2013,,0
502608,657657,0,0.33299999999999996,2005,,0
504668,353137,1,0.133,2011,,0
504689,715714,0,0.1,2010,,0
505415,698152,1,0.33299999999999996,2006,,0
505415,139685,1,0.2,2013,,0
505538,737391,1,0.3,2001,2012.0,0
505538,673201,1,0.23,2008,2010.0,0
505538,655903,1,0.2,2009,,0
505899,728794,0,0.1,2014,,0
505899,496161,1,0.75,2010,,0
507764,695925,0,1.0,2008,,0
507764,684282,0,1.0,2008,,0
507764,671032,0,1.0,2011,,0
507764,666119,0,1.0,2013,,0
507764,652532,0,1.0,2012,,0
509247,717701,1,1.0,1996,2006.0,0
510596,177859,1,0.89,2015,,0
510619,683686,0,0.8,2006,,0
512901,706552,1,0.6,2008,,0
512901,699263,0,1.0,1994,,0
512901,679182,1,1.0,2006,,0
512901,645876,1,1.0,2004,,0
512901,629541,0,0.51,2011,,0
512901,225891,1,0.6,2009,,0
512977,25946,1,0.09300000000000001,2015,,0
513055,698264,0,0.025,2005,2006.0,0
515177,739234,0,0.01,2009,,0
515177,735690,0,0.5,2015,,0
515177,734945,0,0.05,2010,,0
515177,727933,0,1.0,2011,,0
515177,726214,0,1.0,2010,,0
515177,720516,0,0.5,2010,,0
515177,716503,0,1.0,2010,,0
515177,713331,0,1.0,2013,,0
515177,690362,0,0.05,2010,,0
515177,684132,0,0.51,2010,,0
