EID,TYPECODE,DJDATE,IFHOME,TARGET
123075,3171842,2013-11,1,0
123075,3173282,2013-12,1,0
123075,3001179,2013-09,1,0
123075,3192616,2013-12,1,0
123075,3200458,2013-12,1,0
123075,3125855,2013-11,1,0
123075,3163851,2013-11,1,0
123075,3008844,2013-09,1,0
123075,3140419,2013-11,1,0
123075,3068015,2013-10,1,0
123075,3163464,2013-11,1,0
123075,3106854,2013-11,1,0
123075,3085749,2013-10,1,0
123075,2990124,2013-09,1,0
123075,3027743,2013-09,1,0
123075,3244786,2013-12,1,0
123075,3168206,2013-11,1,0
123075,3107934,2013-11,1,0
123075,3163920,2013-11,1,0
123075,3090706,2013-10,1,0
123075,3176294,2013-12,1,0
123075,3187022,2013-12,0,0
123075,3105101,2013-11,1,0
123075,3117186,2013-11,1,0
123075,3112814,2013-11,1,0
123075,3140459,2013-11,1,0
123075,3019969,2013-09,1,0
123075,3140548,2013-11,1,0
123075,3108628,2013-11,1,0
123075,2989722,2013-09,1,0
123075,3133183,2013-11,1,0
123075,3066347,2013-10,1,0
123075,3080445,2013-10,1,0
123075,3066345,2013-10,1,0
123075,3168627,2013-11,1,0
123075,3171870,2013-11,1,0
123075,3136531,2013-11,1,0
123075,3069678,2013-10,1,0
123075,3217033,2013-12,1,0
123075,3067642,2013-10,1,0
123075,3118782,2013-11,1,0
123075,3118775,2013-11,1,0
123075,3061178,2013-10,1,0
123075,3067520,2013-10,1,0
123075,3101262,2013-11,1,0
123075,3118778,2013-11,1,0
123075,3216567,2013-12,1,0
123075,3218247,2013-12,1,0
123075,3068766,2013-10,1,0
123075,3116892,2013-11,1,0
123075,2992880,2013-09,1,0
123075,3187491,2013-12,1,0
123075,3230195,2013-12,1,0
123075,3075300,2013-10,1,0
123075,3101081,2013-11,1,0
123075,3140449,2013-11,1,0
123075,3079456,2013-10,1,0
123075,2992897,2013-09,1,0
123075,3023334,2013-09,1,0
123075,2998128,2013-09,1,0
123075,3173816,2013-12,1,0
123075,3116921,2013-11,1,0
123075,3080838,2013-10,1,0
123075,3125673,2013-11,1,0
123075,3227745,2013-12,1,0
123075,3108900,2013-11,1,0
123075,3192507,2013-12,1,0
123075,2995644,2013-09,1,0
123075,3173181,2013-12,1,0
123075,3090144,2013-10,1,0
123075,3230202,2013-12,1,0
123075,3216565,2013-12,1,0
123075,3100984,2013-11,1,0
123075,3101412,2013-11,1,0
123075,3182349,2013-12,1,0
123075,3183333,2013-12,1,0
123075,3046405,2013-10,1,0
123075,3010534,2013-09,1,0
123075,5214115,2015-04,1,0
123075,5623264,2015-07,1,0
123075,5111074,2015-03,1,0
123075,4107404,2014-04,1,0
123075,4815830,2014-12,1,0
123075,4742919,2014-11,1,0
123075,4796129,2014-12,1,0
123075,4423970,2014-08,1,0
123075,5432258,2015-06,0,0
123075,5586591,2015-07,1,0
123075,5565659,2015-07,1,0
123075,4424244,2014-08,0,0
123075,4864101,2014-12,1,0
123075,4556005,2014-09,1,0
123075,4738630,2014-11,1,0
123075,4106842,2014-04,1,0
123075,4209004,2014-04,1,0
123075,4784753,2014-11,1,0
123075,4893622,2014-12,1,0
123075,4779718,2014-11,1,0
123075,5197282,2015-04,1,0
123075,4585827,2014-09,1,0
123075,5304636,2015-05,1,0
123075,4967635,2015-01,1,0
123075,4131810,2014-04,1,0
123075,4789039,2014-11,1,0
123075,4623424,2014-10,1,0
123075,5266511,2015-05,1,0
123075,5170012,2015-04,1,0
123075,4321486,2014-07,1,0
123075,4340935,2014-07,1,0
123075,5616422,2015-07,1,0
123075,5370007,2015-06,1,0
123075,5525875,2015-07,1,0
123075,4031515,2014-02,1,0
123075,4473991,2014-08,1,0
123075,5364434,2015-06,1,0
123075,5486543,2015-06,1,0
123075,4761749,2014-11,1,0
123075,4239730,2014-06,1,0
123075,4312272,2014-07,1,0
123075,4967633,2015-01,1,0
123075,5157862,2015-04,1,0
123075,4279341,2014-06,1,0
123075,4350761,2014-07,1,0
123075,4454883,2014-08,1,0
123075,5314564,2015-05,1,0
123075,4104723,2014-04,1,0
123075,5428505,2015-06,1,0
123075,5489962,2015-06,1,0
123075,4791044,2014-12,1,0
123075,4279586,2014-06,1,0
123075,4102929,2014-04,1,0
123075,4742540,2014-11,1,0
123075,4849834,2014-12,1,0
123075,5678621,2015-08,1,0
123075,4144147,2014-05,1,0
123075,4726123,2014-11,1,0
123075,5179063,2015-04,1,0
123075,4198079,2014-05,1,0
123075,5523969,2015-07,1,0
123075,4492838,2014-08,1,0
123075,5497910,2015-07,1,0
123075,5189564,2015-04,1,0
123075,4411672,2014-08,1,0
123075,4640217,2014-10,1,0
123075,4729571,2014-11,1,0
123075,4661281,2014-10,1,0
123075,5165641,2015-04,1,0
123075,4103621,2014-04,1,0
123075,4898128,2015-01,1,0
123075,5508852,2015-07,1,0
123075,4614648,2014-10,1,0
123075,5210135,2015-04,1,0
123075,4348168,2014-07,1,0
123075,4588999,2014-09,1,0
123075,5089148,2015-03,1,0
123075,5314574,2015-05,1,0
123075,5378691,2015-06,1,0
123075,4485072,2014-08,1,0
123075,4132494,2014-04,1,0
123075,4700428,2014-11,1,0
123075,4821414,2014-12,1,0
123075,5210106,2015-04,1,0
123075,4279838,2014-06,1,0
123075,4451402,2014-08,1,0
123075,5372573,2015-06,1,0
123075,5626418,2015-07,1,0
123075,4860157,2014-12,1,0
123075,4336393,2014-07,1,0
123075,4742923,2014-11,1,0
123075,4733566,2014-11,1,0
123075,4757965,2014-11,1,0
123075,5521903,2015-07,1,0
123075,5636024,2015-07,1,0
123075,5038235,2015-03,1,0
123075,4606264,2014-10,1,0
123075,5562078,2015-07,1,0
123075,5189670,2015-04,1,0
123075,4104155,2014-04,1,0
123075,5389907,2015-06,1,0
123075,4279780,2014-06,1,0
123075,5457776,2015-06,1,0
123075,4239486,2014-06,1,0
123075,4312165,2014-07,1,0
123075,5497884,2015-07,1,0
123075,4356591,2014-07,1,0
123075,4615039,2014-10,1,0
123075,5046227,2015-03,1,0
123075,4198968,2014-05,1,0
123075,4029821,2014-02,1,0
123075,5141444,2015-03,1,0
123075,4995519,2015-02,1,0
123075,4434317,2014-08,1,0
123075,4783882,2014-11,1,0
123075,4345639,2014-07,1,0
123075,4515621,2014-09,1,0
123075,4102306,2014-04,1,0
123075,4126248,2014-04,1,0
123075,4210784,2014-05,1,0
123075,4240425,2014-06,1,0
123075,4306917,2014-07,1,0
123075,5166392,2015-04,1,0
123075,5169012,2015-04,1,0
123075,4757165,2014-11,1,0
123075,5284924,2015-05,1,0
123075,4821220,2014-12,1,0
123075,3965821,2014-01,1,0
123075,4593040,2014-09,1,0
123075,4806038,2014-12,1,0
123075,5440654,2015-06,1,0
123075,4851528,2014-12,1,0
123075,4745800,2014-11,1,0
123075,5651746,2015-08,1,0
123075,3994029,2014-01,1,0
123075,4970577,2015-01,1,0
123075,4198445,2014-05,1,0
123075,4568880,2014-09,1,0
123075,4106519,2014-04,1,0
123075,4377051,2014-07,1,0
123075,5241658,2015-04,1,0
123075,5284930,2015-05,1,0
123075,4756687,2014-11,1,0
123075,4308036,2014-07,1,0
123075,4856039,2014-12,1,0
123075,5214120,2015-04,1,0
123075,4024351,2014-02,1,0
123075,4279688,2014-06,1,0
123075,4103387,2014-04,1,0
123075,4416363,2014-08,1,0
123075,4279505,2014-06,1,0
123075,4859901,2014-12,1,0
123075,5649884,2015-08,1,0
123075,4198064,2014-05,1,0
123075,4851523,2014-12,1,0
123075,4859229,2014-12,1,0
123075,4912195,2015-01,1,0
123075,4941525,2015-01,1,0
123075,4101093,2014-04,1,0
123075,4677071,2014-10,1,0
123075,4205503,2014-04,1,0
123075,5538186,2015-07,1,0
123075,4846139,2014-12,1,0
123075,4810692,2014-12,1,0
123075,5636389,2015-07,1,0
123075,5292401,2015-05,1,0
123075,4725840,2014-11,1,0
123075,5459581,2015-06,1,0
123075,5062907,2015-03,1,0
123075,5082173,2015-03,1,0
123075,4307881,2014-07,1,0
123075,5062911,2015-03,1,0
123075,4307878,2014-07,1,0
123075,4614647,2014-10,1,0
123075,4761937,2014-11,1,0
123075,4462259,2014-08,1,0
123075,4630509,2014-10,1,0
123075,5218409,2015-04,1,0
123075,5117471,2015-03,1,0
123075,5215019,2015-04,1,0
123075,5216440,2015-04,1,0
123075,5222872,2015-04,1,0
123075,4103130,2014-04,1,0
123075,4239372,2014-06,1,0
123075,4638261,2014-10,1,0
123075,4027692,2014-02,1,0
123075,4756496,2014-11,1,0
123075,5228949,2015-04,1,0
123075,4825579,2014-12,1,0
123075,4330545,2014-07,1,0
123075,4364008,2014-07,1,0
123075,4924370,2015-01,1,0
123075,4505635,2014-09,1,0
123075,4784855,2014-11,1,0
123075,4812417,2014-12,1,0
123075,4850404,2014-12,1,0
123075,4311970,2014-07,1,0
123075,5067530,2015-03,1,0
123075,4557809,2014-09,1,0
123075,4107121,2014-04,1,0
123075,4107500,2014-04,1,0
123075,4516790,2014-09,1,0
123075,4563037,2014-09,1,0
123075,5207000,2015-04,1,0
123075,4856442,2014-12,1,0
123075,4602629,2014-10,1,0
123075,4647124,2014-10,1,0
123075,5641911,2015-07,1,0
123075,4570836,2014-09,1,0
123075,5125679,2015-03,1,0
123075,4668684,2014-10,1,0
123075,5294629,2015-05,1,0
123075,4205716,2014-04,1,0
123075,4783887,2014-11,1,0
123075,5043316,2015-03,1,0
123075,5196071,2015-04,1,0
123075,5201495,2015-04,1,0
123075,3966863,2014-01,1,0
123075,2977215,2013-09,1,0
123075,3078459,2013-10,1,0
123075,4261762,2014-06,1,0
123075,4850130,2014-12,1,0
123075,4107217,2014-04,1,0
123075,5309354,2015-05,1,0
123075,5457807,2015-06,1,0
133059,4875163,2014-12,1,0
134199,4108096,2014-04,1,0
142287,5492855,2015-07,1,0
149369,5678829,2015-08,0,0
155528,3213512,2013-12,1,0
155528,5372319,2015-06,1,0
155528,4543137,2014-09,1,0
155528,4194403,2014-05,1,0
166668,4936528,2015-01,1,0
171083,5444756,2015-06,1,0
177546,5359110,2015-06,1,0
180114,4359063,2014-07,1,0
180114,4385101,2014-07,1,0
180890,2990363,2013-09,1,0
180890,3008238,2013-09,1,0
180890,3135753,2013-11,1,0
180890,3181995,2013-12,1,0
180890,4497968,2014-08,1,0
180890,3996466,2014-01,1,0
180890,5629963,2015-07,1,0
180890,4054265,2014-03,1,0
180890,5787236,2015-08,0,0
180890,4732852,2014-11,1,0
180890,4624776,2014-10,1,0
180890,4630409,2014-10,1,0
180890,4339387,2014-07,1,0
180890,5427576,2015-06,0,0
180890,4590025,2014-09,1,0
186039,5407906,2015-06,1,0
213223,5371270,2015-06,1,0
213396,4297732,2014-06,1,0
213396,4266945,2014-06,1,0
213396,4134851,2014-04,1,0
213396,4242786,2014-06,1,0
225186,3071112,2013-10,1,0
225186,3982493,2014-01,1,0
225186,4533046,2014-09,1,0
225186,4513747,2014-09,1,0
225186,4615595,2014-10,1,0
225186,4005123,2014-01,1,0
228998,4517423,2014-09,1,0
229313,5250461,2015-04,0,0
229817,3001735,2013-09,1,0
229817,3001771,2013-09,1,0
229817,4111473,2014-04,1,0
229817,5568835,2015-07,1,0
229817,4400238,2014-07,1,0
229817,4590567,2014-09,1,0
251658,3094406,2013-10,0,0
251658,3124346,2013-11,1,0
251658,3055624,2013-10,1,0
251658,3146881,2013-11,1,0
251658,5187269,2015-04,0,0
251658,3156725,2013-11,1,0
251658,2988274,2013-09,1,0
251658,3059094,2013-10,1,0
251658,4250665,2014-06,1,0
251658,4381499,2014-07,1,0
251658,4381505,2014-07,1,0
251658,5006547,2015-02,1,0
251658,5688969,2015-08,1,0
251658,4860427,2014-12,1,0
251658,5483893,2015-06,1,0
251658,4731726,2014-11,1,0
251658,4128281,2014-04,0,0
251658,4286323,2014-06,1,0
251658,4367368,2014-07,1,0
251658,4778956,2014-11,1,0
251658,5737482,2015-08,1,0
251658,4776828,2014-11,1,0
251658,5337165,2015-05,1,0
251658,5379722,2015-06,1,0
251658,4621352,2014-10,1,0
251658,5610475,2015-07,1,0
251658,5678094,2015-08,0,0
251658,4858874,2014-12,1,0
251658,5663478,2015-08,1,0
251658,4808132,2014-12,0,0
251658,5344275,2015-05,1,0
251658,4387197,2014-07,1,0
251658,5105246,2015-03,1,0
251658,5705723,2015-08,0,0
251658,4448262,2014-08,0,0
251658,4610256,2014-10,1,0
251658,4668789,2014-10,0,0
253233,4846108,2014-12,0,0
253233,4951397,2015-01,0,0
253233,4377604,2014-07,0,0
253233,5339360,2015-05,0,0
253233,5552568,2015-07,0,0
253233,5197564,2015-04,0,0
253233,4328142,2014-07,0,0
253233,5645228,2015-07,0,0
259517,5663519,2015-08,1,0
263756,4752680,2014-11,1,0
263756,3142493,2013-11,1,0
263756,5584478,2015-07,1,0
263756,4662529,2014-10,1,0
263756,4668686,2014-10,1,0
263756,5492855,2015-07,1,0
274650,4204759,2014-05,0,0
274650,4952085,2015-01,0,0
274650,4387604,2014-07,0,0
274650,4499125,2014-08,0,0
274650,4466102,2014-08,0,0
274650,5241995,2015-04,1,0
274650,4781453,2014-11,0,0
274650,4041870,2014-03,0,0
274650,5463581,2015-06,0,0
274650,4705690,2014-11,0,0
277437,3230386,2013-12,1,0
277437,3024090,2013-09,1,0
281062,4427635,2014-08,1,0
281062,4977593,2015-02,1,0
288381,5664849,2015-08,1,0
290337,4895763,2014-12,0,0
290337,4392206,2014-07,1,0
290337,4392219,2014-07,1,0
290337,4610168,2014-10,1,0
290337,3968567,2014-01,1,0
298526,4624579,2014-10,1,0
304118,5738181,2015-08,1,0
304118,5749502,2015-08,1,0
314474,2987530,2013-09,1,0
314474,3045931,2013-10,0,0
314474,4220780,2014-06,1,0
317027,4548662,2014-09,1,0
317027,4615966,2014-10,1,0
331131,4768818,2014-11,0,0
336380,3224805,2013-12,0,0
336380,3236093,2013-12,0,0
336380,3219725,2013-12,0,0
336380,3236128,2013-12,0,0
336380,3231729,2013-12,0,0
336380,3236137,2013-12,0,0
336380,3220807,2013-12,0,0
336380,5498205,2015-07,0,0
336380,5295592,2015-05,1,0
336380,4261291,2014-06,1,0
336380,5503991,2015-07,0,0
336380,5515415,2015-07,0,0
336380,5504289,2015-07,0,0
336380,5455442,2015-06,0,0
336380,4469733,2014-08,0,0
336380,4228407,2014-06,0,0
339756,5289142,2015-05,1,0
344519,5274096,2015-05,1,0
347629,3005013,2013-09,1,0
347629,3109924,2013-11,1,0
347629,2989124,2013-09,1,0
347629,3001122,2013-09,1,0
347629,4197659,2014-05,1,0
347629,5663345,2015-08,1,0
347629,4572008,2014-09,1,0
347629,4799150,2014-12,1,0
349184,3104957,2013-11,1,0
349184,3197387,2013-12,1,0
349184,3078574,2013-10,1,0
349184,3048918,2013-10,1,0
349184,3011259,2013-09,1,0
360825,3227782,2013-12,1,1
365013,5026400,2015-02,1,0
365013,4887814,2014-12,1,0
365636,4730424,2014-11,0,0
369809,3020398,2013-09,0,0
369809,3124820,2013-11,0,0
369809,4965545,2015-01,0,0
377133,4408039,2014-07,1,0
396640,4811219,2014-12,1,0
396640,4060214,2014-03,0,0
398151,4514895,2014-09,0,0
398151,4514799,2014-09,0,0
401634,4386796,2014-07,0,0
406607,3214497,2013-12,1,0
406607,2992258,2013-09,1,0
406607,4590615,2014-09,1,0
406607,5408543,2015-06,1,0
406607,4615598,2014-10,1,0
406607,4261445,2014-06,1,0
406607,4699413,2014-11,1,0
406607,3999753,2014-01,1,0
406607,4355203,2014-07,1,0
406607,4706980,2014-11,0,0
406607,5689301,2015-08,1,0
406607,5320622,2015-05,1,0
406607,4548992,2014-09,1,0
406607,5498810,2015-07,1,0
406607,5037722,2015-03,1,0
406607,4823345,2014-12,1,0
406607,5762986,2015-08,1,0
406607,4677042,2014-10,1,0
406607,4185223,2014-05,1,0
408749,3203135,2013-12,1,0
408749,4607580,2014-10,0,0
411087,5215974,2015-04,1,0
414894,5326941,2015-05,1,0
419800,4494740,2014-08,1,0
419800,4059324,2014-03,1,0
419800,4894447,2014-12,1,0
419800,5652485,2015-08,1,0
419800,5763436,2015-08,1,0
419800,5338750,2015-05,1,0
419800,4823049,2014-12,1,0
419800,5652657,2015-08,1,0
423056,3239152,2013-12,1,1
444615,2987593,2013-09,0,0
444615,5213894,2015-04,0,0
444615,5196253,2015-04,0,0
444615,5375215,2015-06,0,0
444615,5209041,2015-04,0,0
444615,5364070,2015-06,0,0
444615,4936054,2015-01,0,0
446335,3174913,2013-12,1,0
446335,5623711,2015-07,1,0
446335,5453840,2015-06,1,0
455706,4927765,2015-01,1,0
483549,5032399,2015-02,0,0
483549,5085650,2015-03,0,0
483549,4510993,2014-09,1,0
486795,4377208,2014-07,0,1
489746,4936528,2015-01,1,0
491270,5523983,2015-07,1,0
497292,3171090,2013-11,1,0
497292,3242672,2013-12,1,0
501497,5637761,2015-07,0,0
501497,5236272,2015-04,0,0
501497,4981551,2015-02,0,0
501497,5367245,2015-06,0,0
501497,4875256,2014-12,1,0
501497,4843907,2014-12,1,0
501497,5670987,2015-08,0,0
501497,4191187,2014-05,0,0
501497,5488611,2015-06,0,0
501497,3998607,2014-01,0,0
502529,4018810,2014-02,1,0
505622,4523669,2014-09,1,0
505622,5074522,2015-03,1,0
505766,4245156,2014-06,1,0
505899,5480534,2015-06,0,0
505899,5699385,2015-08,0,0
506853,5278785,2015-05,0,0
506853,3012030,2013-09,0,0
507694,5631954,2015-07,1,0
508136,5588807,2015-07,1,0
510596,5008603,2015-02,1,0
510596,4570481,2014-09,1,0
515024,5531413,2015-07,1,0
515024,4517644,2014-09,1,0
515024,4078221,2014-04,1,0
520927,5745980,2015-08,0,0
520927,3033794,2013-09,0,0
520927,4158318,2014-05,0,0
520927,4200529,2014-05,0,0
520927,5631873,2015-07,0,0
520927,4121225,2014-04,0,0
520927,4195935,2014-05,0,0
521451,4537801,2014-09,1,0
522812,4388485,2014-07,0,0
722,4293359,2014-06,1,0
722,5372080,2015-06,1,0
1964,4301796,2014-07,1,0
1964,4498680,2014-08,1,0
11317,3057398,2013-10,0,0
15513,3209852,2013-12,1,0
15513,2984725,2013-09,1,0
15513,3134236,2013-11,1,0
15513,3134233,2013-11,1,0
15513,3134234,2013-11,1,0
15513,3080101,2013-10,1,0
15513,3214521,2013-12,1,0
15513,2977480,2013-09,1,0
15513,3157353,2013-11,1,0
15513,3189557,2013-12,1,0
15513,5521219,2015-07,1,0
15513,4810705,2014-12,1,0
15513,4860780,2014-12,1,0
15513,4171698,2014-05,1,0
15513,4569903,2014-09,1,0
15513,5732737,2015-08,1,0
15513,5781006,2015-08,1,0
15513,4140070,2014-05,1,0
15513,4383926,2014-07,1,0
15513,4796486,2014-12,1,0
15513,4407211,2014-07,1,0
15513,4842855,2014-12,1,0
15513,4135296,2014-04,1,0
15513,4212333,2014-05,1,0
15513,5762225,2015-08,1,0
15513,4773622,2014-11,1,0
15513,4051895,2014-03,1,0
15513,4311501,2014-07,1,0
15513,4203137,2014-05,1,0
15513,4315627,2014-07,1,0
22250,3065308,2013-10,1,1
37963,4529082,2014-09,1,0
43114,5539435,2015-07,1,0
61747,5482497,2015-06,1,0
61747,4257656,2014-06,1,0
61747,4266488,2014-06,1,0
62889,5392275,2015-06,0,0
62889,5423971,2015-06,0,0
62889,2984548,2013-09,0,0
62889,4675017,2014-10,0,0
62889,4538181,2014-09,0,0
62889,4067486,2014-03,0,0
62889,4747098,2014-11,1,0
62889,5347704,2015-05,0,0
62889,4692080,2014-11,0,0
62889,5252975,2015-05,0,0
62889,4827026,2014-12,0,0
62889,4337722,2014-07,0,0
76706,2994320,2013-09,1,0
76706,3173368,2013-12,1,0
76706,3108944,2013-11,1,0
76706,3121810,2013-11,1,0
76706,3210507,2013-12,1,0
76706,3059762,2013-10,1,0
76706,3231443,2013-12,1,0
76706,3173892,2013-12,1,0
76706,3164384,2013-11,1,0
76706,3164125,2013-11,1,0
76706,3239952,2013-12,1,0
76706,3209616,2013-12,1,0
76706,3140063,2013-11,1,0
76706,2977857,2013-09,0,0
76706,3059778,2013-10,1,0
76706,3218668,2013-12,1,0
76706,3033089,2013-09,1,0
76706,3200025,2013-12,1,0
76706,4504288,2014-09,1,0
76706,4206147,2014-04,1,0
76706,4695202,2014-11,1,0
76706,4031521,2014-02,1,0
76706,4548178,2014-09,1,0
76706,4757692,2014-11,1,0
76706,5214118,2015-04,1,0
76706,5445576,2015-06,1,0
76706,5393866,2015-06,1,0
76706,4102785,2014-04,1,0
76706,4806202,2014-12,1,0
76706,4205601,2014-04,1,0
76706,4028034,2014-02,1,0
76706,5505511,2015-07,1,0
76706,4805801,2014-12,1,0
76706,4030232,2014-02,1,0
76706,5428498,2015-06,1,0
76706,4411986,2014-08,1,0
76706,3971295,2014-01,1,0
76706,5406673,2015-06,1,0
76706,4767416,2014-11,1,0
76706,5437929,2015-06,1,0
76706,4102378,2014-04,1,0
76706,4102304,2014-04,1,0
76706,4240880,2014-06,1,0
76706,4848148,2014-12,1,0
76706,5413675,2015-06,1,0
76706,5508792,2015-07,1,0
76706,3971148,2014-01,1,0
76706,4850140,2014-12,1,0
76706,5445578,2015-06,1,0
76706,5334162,2015-05,1,0
76706,4102823,2014-04,1,0
76706,4008745,2014-02,1,0
76706,4181283,2014-05,1,0
76706,4815558,2014-12,1,0
76706,4309174,2014-07,1,0
76706,4205595,2014-04,1,0
76706,3997844,2014-01,1,0
76706,4307713,2014-07,1,0
76706,4198891,2014-05,1,0
76706,4679528,2014-10,1,0
76706,4197175,2014-05,1,0
76706,5218433,2015-04,1,0
76706,4240051,2014-06,1,0
76706,5432273,2015-06,1,0
76706,4860143,2014-12,1,0
76706,5658932,2015-08,1,0
76706,5429036,2015-06,1,0
76706,3994418,2014-01,1,0
76706,4010952,2014-02,1,0
76706,4106075,2014-04,1,0
76706,5511160,2015-07,1,0
76706,4003195,2014-01,1,0
76706,4767253,2014-11,1,0
76706,4197498,2014-05,1,0
76706,4399503,2014-07,1,0
80230,4553488,2014-09,1,1
80230,4768996,2014-11,1,1
81590,5637264,2015-07,1,0
86473,4917365,2015-01,1,0
88452,4916143,2015-01,1,0
88452,4594498,2014-09,1,0
88452,5575916,2015-07,1,0
88452,4729874,2014-11,1,0
88452,4761781,2014-11,1,0
88452,4779724,2014-11,1,0
88452,5008687,2015-02,1,0
88452,5185417,2015-04,1,0
88452,5654464,2015-08,1,0
88452,4631869,2014-10,1,0
88452,4630728,2014-10,1,0
88452,4996308,2015-02,1,0
88452,4530437,2014-09,1,0
88452,4579305,2014-09,1,0
88452,5207370,2015-04,1,0
88452,5037268,2015-03,1,0
88452,5346192,2015-05,1,0
88452,4822433,2014-12,1,0
88452,5601857,2015-07,1,0
88452,4779728,2014-11,1,0
88452,5166394,2015-04,1,0
88452,4946518,2015-01,1,0
88452,5432044,2015-06,1,0
88452,4950883,2015-01,1,0
88452,5642499,2015-07,1,0
88452,4761784,2014-11,1,0
88452,4800071,2014-12,1,0
88452,4921990,2015-01,1,0
88452,5487564,2015-06,1,0
88452,4860520,2014-12,1,0
88452,4791203,2014-12,1,0
88452,4761439,2014-11,1,0
88452,4466607,2014-08,1,0
88452,5421025,2015-06,1,0
88452,4466626,2014-08,1,0
88452,5229224,2015-04,1,0
88452,5630018,2015-07,1,0
88452,4998105,2015-02,1,0
88452,4443033,2014-08,1,0
88452,4630730,2014-10,1,0
88452,4859462,2014-12,1,0
88452,5638584,2015-07,1,0
88452,4766969,2014-11,1,0
88452,5623031,2015-07,1,0
88452,5218431,2015-04,1,0
88452,4800301,2014-12,1,0
88452,5096275,2015-03,1,0
88452,5440639,2015-06,1,0
88452,5511177,2015-07,1,0
88452,4379053,2014-07,1,0
88452,5125611,2015-03,1,0
88452,4886561,2014-12,1,0
88452,5393786,2015-06,1,0
88452,5447845,2015-06,1,0
88452,5305782,2015-05,1,0
88452,5157051,2015-04,1,0
88452,4438077,2014-08,1,0
88452,4620273,2014-10,1,0
88452,5563911,2015-07,1,0
88452,5499341,2015-07,1,0
88452,5565066,2015-07,1,0
88452,5145890,2015-03,1,0
88452,5511158,2015-07,1,0
88452,5201939,2015-04,1,0
88452,5004766,2015-02,1,0
88452,4761778,2014-11,1,0
88452,5390698,2015-06,1,0
88452,5134982,2015-03,1,0
88452,5336427,2015-05,1,0
88452,4536755,2014-09,1,0
100660,5428544,2015-06,0,0
101279,3122823,2013-11,1,0
104135,4301189,2014-07,1,0
111344,5499635,2015-07,1,0
112562,4746640,2014-11,0,0
125102,4145511,2014-05,0,0
129688,4043475,2014-03,0,0
130653,3162060,2013-11,1,0
131421,2981644,2013-09,0,0
131421,4907372,2015-01,0,0
131421,3972510,2014-01,0,0
131465,4962394,2015-01,0,0
140245,3233615,2013-12,1,0
140245,3161260,2013-11,1,0
140245,3017330,2013-09,1,0
140245,4262737,2014-06,1,0
140245,4388690,2014-07,1,0
140245,4756279,2014-11,1,0
140245,4543667,2014-09,1,0
140245,4144868,2014-05,1,0
146568,3054762,2013-10,1,0
146568,4820995,2014-12,1,0
146568,4829258,2014-12,1,0
150290,2988627,2013-09,0,0
150903,3174126,2013-12,0,0
150903,4823824,2014-12,0,0
150903,4004992,2014-01,0,0
150903,4955065,2015-01,0,0
150903,5462553,2015-06,0,0
155561,4755044,2014-11,0,0
157865,3034066,2013-09,0,0
157865,4537102,2014-09,0,0
161442,4878377,2014-12,1,0
175158,3068585,2013-10,0,0
175158,4233885,2014-06,0,0
175158,5361677,2015-06,0,0
175158,4236005,2014-06,0,0
175158,5672513,2015-08,0,0
175158,4348730,2014-07,1,0
175158,4400628,2014-07,1,0
175158,5527515,2015-07,0,0
179472,4223958,2014-06,0,0
182978,2995741,2013-09,1,0
195354,4916258,2015-01,1,0
196436,3193762,2013-12,1,0
197383,4783419,2014-11,1,0
198014,5434969,2015-06,1,0
209158,4882390,2014-12,1,0
209158,4936528,2015-01,1,0
209158,4374271,2014-07,1,0
220369,5215577,2015-04,0,0
220369,4907131,2015-01,0,0
220369,5013328,2015-02,0,0
220369,4280537,2014-06,1,0
223821,5435942,2015-06,0,0
223821,4600359,2014-10,0,0
238157,5112565,2015-03,1,0
245520,5597609,2015-07,0,0
245520,3216808,2013-12,0,0
245520,5774876,2015-08,0,0
245520,4150719,2014-05,1,0
245520,4266553,2014-06,1,0
245520,4606100,2014-10,0,0
245520,3988732,2014-01,0,0
245520,4108736,2014-04,0,0
245520,4381048,2014-07,0,0
245520,4044059,2014-03,0,0
245520,4042693,2014-03,0,0
245520,4069707,2014-03,0,0
245520,5633792,2015-07,0,0
245520,4212773,2014-05,0,0
245520,4493797,2014-08,0,0
245520,5771738,2015-08,0,0
246698,4422597,2014-08,1,0
246698,5748103,2015-08,0,0
248512,5353602,2015-05,1,0
253986,5704073,2015-08,1,0
253986,4533619,2014-09,1,0
253986,4028190,2014-02,1,0
253986,5780624,2015-08,1,0
253986,4691329,2014-11,1,0
253986,4713824,2014-11,0,0
253986,5474651,2015-06,1,0
253986,5290415,2015-05,0,0
253986,4293733,2014-06,1,0
253986,4355198,2014-07,1,0
253986,4621820,2014-10,1,0
253986,4626636,2014-10,0,0
253986,5445871,2015-06,1,0
253986,4491388,2014-08,1,0
253986,5629120,2015-07,0,0
267356,5269354,2015-05,1,0
268053,4851396,2014-12,0,0
269513,4221247,2014-06,1,0
276786,3229842,2013-12,1,0
276786,3020816,2013-09,1,0
276786,4895002,2014-12,1,0
276786,4396649,2014-07,1,0
276786,5454402,2015-06,1,0
287525,4491077,2014-08,1,0
287525,4505328,2014-09,1,0
290407,4936528,2015-01,1,0
290407,4374271,2014-07,1,0
290407,4882390,2014-12,1,0
297697,4895002,2014-12,1,0
302778,4739047,2014-11,1,0
310502,3187552,2013-12,1,0
310502,3244661,2013-12,1,0
310502,4438682,2014-08,1,0
310502,4841371,2014-12,1,0
