EID,ALTERNO,ALTDATE,ALTBE,ALTAF,TARGET
302027,05,2013-10,350,700,0
302027,27,2013-10,350,700,0
302033,05,2015-06,3,500,0
302316,05,2014-02,50,20,0
304554,05,2015-03,10,200,0
305890,05,2014-08,100,1000,0
310155,05,2015-04,100,500,0
311023,05,2014-11,20,100,0
312879,05,2015-01,50,500,1
313574,27,2014-02,3万元,50万元,0
313574,05,2014-02,3万元,50万元,0
313947,05,2014-07,3,100,0
314616,27,2014-02,50,1000,0
314616,05,2014-02,50,1000,0
315305,05,2014-03,143万元,200万元,0
315533,05,2014-09,1000,17000,0
315533,05,2014-10,17000,30000,0
316104,05,2015-08,1747.5,3129.1778,0
316104,27,2014-01,1400,1597.5,0
316104,05,2014-09,1597.5,1747.5,0
316104,05,2014-01,1400,1597.5,0
316479,05,2015-04,3,900,0
319465,05,2015-06,10,100,0
322483,27,2013-09,420,500,0
323129,05,2015-01,150,5000,1
323168,05,2013-12,22000,27000,0
323168,05,2014-09,27000,33500,0
323971,05,2014-12,30,90,0
324553,05,2014-10,50,500,0
325053,05,2015-06,50,800,0
325731,27,2014-02,20,100,0
326624,05,2013-12,50,500,0
326624,27,2013-12,50,500,0
326624,05,2013-12,50万元,500万元,0
326624,27,2013-12,50万元,500万元,0
326624,27,2013-12,50万元,500万元,0
326624,05,2013-12,50万元,500万元,0
326624,05,2013-12,50,500,0
326624,27,2013-12,50,500,0
326624,05,2013-12,50万元,500万元,0
326624,27,2013-12,50万元,500万元,0
326624,27,2013-12,50万元,500万元,0
326624,05,2013-12,50万元,500万元,0
327721,05,2014-12,200,1000,0
328135,05,2014-11,600,1000,0
328325,05,2015-04,50,600,1
329799,05,2015-07,332.9412,377.3333,0
329799,05,2014-09,283,332.9412,0
331711,05,2014-08,50,100,0
334891,05,2014-04,30,100,0
335460,05,2015-06,100,205,0
337151,05,2014-07,100,200,0
337151,05,2014-09,200,500,0
337599,05,2015-01,10,50,0
337658,05,2014-09,3,50,1
338615,05,2014-07,50,200,0
339290,05,2015-04,100,500,0
340275,05,2015-03,769.231,1469.231,0
340275,05,2014-01,500,769.231,0
340275,27,2014-01,500,769.231,0
341278,05,2014-07,50,5000,0
341278,05,2014-07,50万元,5000万元,0
341278,05,2014-07,50,5000,0
341278,05,2014-07,50万元,5000万元,0
342125,27,2013-11,10,100,0
342125,05,2013-11,10,100,0
342125,05,2014-07,100,1000,0
342625,05,2014-04,50,500,0
344172,05,2014-04,62.4687,500,0
345445,05,2015-06,100,200,0
345884,05,2015-04,6,50,0
347617,27,2013-10,10,50,0
347617,27,2013-10,10万元,50万元,0
347617,27,2013-10,10,50,0
347617,27,2013-10,10万元,50万元,0
348290,05,2014-08,500,1000,0
350163,05,2014-11,20,50,1
350548,05,2014-12,2200,15000,0
353666,05,2015-03,200,240,0
354817,05,2014-08,50,1000,0
356306,05,2014-03,50,500,0
357304,05,2014-08,3,1000,1
358205,05,2014-08,10,100,0
358214,05,2015-06,800,550,0
358739,05,2015-06,30,100,0
361570,05,2015-01,10,600,0
362195,05,2014-09,50,100,0
363153,27,2013-09,700,1000,0
366249,05,2015-06,500,3600,0
367451,05,2015-06,10,20,1
369376,05,2014-06,50,100,0
373181,05,2015-08,100,500,0
374233,05,2015-07,10,500,0
374787,05,2015-05,3,700,0
375828,05,2014-09,150,200,0
376816,05,2015-03,10,500,0
377155,05,2014-09,50,3000,1
377808,27,2013-11,100,1000,0
377808,05,2013-11,100,1000,0
378339,27,2013-11,100,600,0
378339,05,2013-11,100,600,0
381844,05,2015-05,50,500,0
382750,05,2015-03,1000,3000,1
391701,05,2015-07,3,50,0
391976,05,2014-07,3,4850,0
392154,05,2015-03,110,100,0
392154,05,2015-01,10,110,0
395599,05,2015-07,10,200,1
396716,05,2013-12,3,300,0
396716,27,2013-12,3,300,0
397393,05,2015-07,3000,5000,1
397891,05,2015-07,10,2000,0
398590,05,2014-08,100,20,1
399071,05,2015-07,30,1100,1
400834,27,2013-09,3,100,0
400834,05,2013-09,3,100,0
401206,05,2014-07,100,1000,1
401502,05,2015-02,50,500,0
401837,05,2014-06,30,1000,1
402233,05,2015-05,10,100,0
406409,05,2014-06,250,155,1
406409,27,2013-11,130,155,1
407435,05,2015-05,50,101,0
407435,27,2013-11,10,50,0
407435,05,2013-11,10,50,0
408385,05,2013-10,10,160,0
408385,27,2013-10,10,160,0
408561,05,2015-03,300,5220,0
409230,05,2014-03,500,1005,0
409793,05,2014-05,50,100,0
411719,05,2014-08,10,500,0
412094,05,2015-01,100,680,0
413056,05,2014-03,50,300,0
413401,05,2015-04,745985,1001071,1
414788,05,2014-12,2246,60,0
415086,05,2013-11,80,160,0
415086,27,2013-11,80,160,0
415222,05,2015-05,50,500,0
416129,27,2013-11,200,10200,1
416129,05,2013-11,200,10200,1
416927,05,2015-01,10,100,0
418118,05,2014-06,50,500,0
426915,05,2014-07,10,100,0
427547,05,2014-12,10,500,0
430050,05,2015-05,100,1000,0
431980,05,2015-04,100,3000,0
432067,05,2015-02,5000,6250,0
432067,05,2015-02,5000万元,6250万元,0
432067,05,2015-02,5000,6250,0
432067,05,2015-02,5000万元,6250万元,0
432574,05,2015-04,50,1000,0
433398,05,2015-04,100,300,1
434087,05,2015-08,5000,10000,0
434923,05,2014-05,10,1000,1
436160,05,2013-11,100,800,0
436160,27,2013-11,100,800,0
437977,05,2014-07,10,50,0
440851,05,2014-04,10,200,0
441950,05,2015-08,100,500,0
444276,05,2014-07,1000,100000,0
447774,05,2014-12,50,800,0
451023,05,2014-12,50,300,0
452332,05,2015-05,2500,5000,0
452700,27,2013-12,20,100,0
454079,05,2013-12,50,100,0
454079,27,2013-12,50,100,0
454431,05,2014-05,100,1000,0
457467,05,2015-05,100,1000,0
457487,27,2013-10,50,1000,0
457487,05,2013-10,50,1000,0
457487,27,2013-10,50,1000,0
457487,05,2013-10,50,1000,0
457773,05,2015-07,10,500,1
457773,05,2015-07,10万元,500万元,1
457773,05,2015-07,10,500,1
457773,05,2015-07,10万元,500万元,1
457840,05,2015-07,45,100,0
457944,05,2014-09,10,100,0
458119,05,2013-11,30,100,0
458119,27,2013-11,30,100,0
458537,05,2015-03,50,100,0
459450,05,2015-06,10,500,0
460316,05,2015-07,100,990,0
460655,05,2014-06,50,300,0
463101,05,2014-04,10,100,0
463101,05,2014-12,100,300,0
464188,05,2014-07,1000,2000,1
465866,05,2014-07,10,800,0
465894,27,2013-11,10,50,1
465894,05,2013-11,10,50,1
466157,05,2014-07,50,5000,0
468849,05,2014-07,10,200,0
471721,05,2015-03,500,10,0
472207,27,2013-11,10,500,0
472207,05,2013-11,10,500,0
472449,05,2014-08,350,1000,0
473726,05,2015-06,5000,5400,0
473870,05,2014-11,30,500,0
475272,05,2015-04,100,200,0
476566,27,2013-11,10,450,1
476566,05,2013-11,50,450,1
477267,05,2015-05,100,101,0
478866,05,2014-07,100,200,1
481097,05,2015-03,10,50,0
483605,05,2014-04,300,5000,1
483816,05,2015-07,120,10000,0
484238,05,2014-09,30,50,1
485616,05,2014-09,50,500,0
491263,27,2013-11,50,1000,0
491263,05,2013-11,50,1000,0
491795,05,2014-05,10,300,0
492639,05,2015-01,1225,50,0
495055,27,2013-12,2020,10100,1
495843,05,2015-06,100,1000,0
496120,05,2015-07,3,600,0
496331,05,2014-09,10,100,0
496376,05,2015-04,10,100,0
500039,05,2015-01,10,100,0
500557,05,2013-11,54373.9496,64827.9106,0
500557,05,2015-07,64827.9106,64132.3885,0
500557,27,2013-11,54373.9496,64827.9106,0
500792,05,2015-04,10,100,0
501012,05,2014-06,500,1000,0
501012,05,2014-04,300,500,0
501573,05,2014-08,50,600,0
503865,05,2013-09,2000,4444.44,0
503865,27,2013-09,2000,4444.44,0
504715,05,2015-05,100万元,2000万元,0
505044,05,2015-01,50,200,0
505933,05,2013-11,10,300,0
505933,27,2013-11,10,300,0
505933,05,2015-03,300,1000,0
507877,27,2013-12,100,120,1
507877,05,2013-12,100,120,1
509397,05,2015-03,50,200,1
509886,05,2015-07,10,1000,0
510466,05,2015-08,100,5300,1
510466,05,2015-08,100万元,5300万元,1
510466,05,2015-08,100,5300,1
510466,05,2015-08,100万元,5300万元,1
511918,05,2014-03,50,200,0
512673,05,2015-02,100,135.5556,0
514810,05,2015-08,5000,18000,0
515864,05,2014-11,10,100,0
515864,05,2014-11,10万元,100万元,0
515864,05,2014-11,10,100,0
515864,05,2014-11,10万元,100万元,0
515974,05,2014-02,300,500,0
515974,27,2014-02,300,500,0
518477,05,2014-06,50万元,500万元,0
518805,05,2015-01,300,550,0
519026,05,2015-08,100,2000,0
521204,27,2013-11,1086,1008,0
521204,05,2013-11,1086,1008,0
522789,05,2013-12,80,150,0
522789,27,2013-12,80,150,0
523756,05,2015-01,10,200,0
525777,05,2014-05,10,50,0
526210,05,2014-06,10,200,0
696,05,2014-03,100,500,0
810,05,2015-06,50,100,0
968,05,2015-08,10,100,0
3027,05,2014-04,500,1500,0
3027,05,2014-10,1500,2000,0
5252,05,2014-03,200,1000,0
5310,27,2013-09,50,1000,0
5310,05,2013-09,50,1000,0
6421,05,2015-01,100,10000,0
6769,05,2014-04,50,500,0
6824,05,2014-03,100,500,0
6824,05,2015-08,500,1000,0
7294,05,2015-03,10,100,0
8747,27,2013-12,10,50,0
8747,05,2013-12,10,50,0
10251,05,2015-06,50,500,0
11836,05,2014-06,80,200,0
12928,05,2014-04,100,1001,0
14692,05,2015-04,30,50,0
15264,27,2013-10,10,100,0
15264,05,2013-10,10,100,0
15736,27,2013-12,10,500,0
15736,05,2013-12,10,500,0
18251,05,2014-12,1200,600,1
18251,05,2014-04,10,1200,1
18409,05,2015-08,50,1000,0
18734,05,2014-04,5,50,0
20326,05,2015-03,500,800,1
20399,05,2015-03,50,500,0
21166,05,2014-12,7.4,16.2934,0
22356,05,2015-04,10,100,1
26075,05,2015-04,30,100,0
26803,05,2014-04,20,100,0
30226,05,2015-07,10,100,1
30338,05,2014-12,500,2000,0
35846,05,2014-04,10,100,0
40560,05,2015-05,31,310,0
41238,05,2014-03,10,50,1
41311,05,2015-04,50,500,0
41545,05,2014-09,100,980,0
45879,05,2015-07,100,800,1
46155,05,2015-04,300,1000,0
46818,05,2014-09,150,500,0
46818,05,2013-09,50,150,0
46818,27,2013-09,50,150,0
47268,05,2014-04,20,100,0
49307,05,2015-08,10,15.3846,0
49868,27,2013-12,150,300,0
52502,05,2015-03,30,100,0
53260,05,2015-05,50,500,0
53593,05,2014-02,100,1000,0
53593,27,2014-02,100,1000,0
53822,05,2013-10,10,100,1
53822,27,2013-10,10,100,1
57346,27,2013-12,1500,5000,0
57346,05,2013-12,1500,5000,0
57671,05,2015-03,10,100,0
58025,27,2014-02,10,500,0
58025,05,2014-02,10,500,0
58458,05,2015-08,50,102.0408,0
58463,05,2015-01,200,400,0
59571,05,2015-04,15,200,0
60742,05,2014-05,100,500,0
61101,05,2014-06,10,600,1
61570,27,2013-11,100,400,0
61570,05,2013-11,100,400,0
61645,05,2014-06,5637.3552,905.46,0
61645,05,2014-06,905.46,80000,0
63548,05,2014-10,10,500,0
64133,05,2014-05,10,50,0
65015,05,2015-04,10,100,0
65099,05,2015-07,100,1000,1
65124,05,2014-12,100,500,0
66207,05,2015-07,25.01,75.01,1
67690,05,2015-05,10,100,0
68055,05,2014-05,100,200,0
71607,05,2015-01,50,500,1
73245,05,2014-06,50,100,0
74368,05,2015-01,100,5000,0
74472,05,2014-08,10,1000,0
74598,05,2014-09,40,140,0
78416,05,2015-06,100,110,0
78416,05,2014-07,3,100,0
80234,05,2013-09,9,16.5,0
80234,27,2013-09,9,16.5,0
80572,05,2015-07,200,1000,1
80758,05,2013-12,1800,2000,0
80758,27,2013-12,1800,2000,0
80772,05,2015-03,10,100,0
82298,27,2013-09,10,50,0
82852,05,2014-08,,500,0
84565,05,2015-01,100,200,0
85082,05,2014-10,10,500,0
85613,05,2014-06,10,50,0
85613,05,2014-06,10万元,50万元,0
85613,05,2014-06,10,50,0
85613,05,2014-06,10万元,50万元,0
87936,05,2015-01,50,100,0
90247,05,2014-06,300,500,0
91116,05,2014-11,50,100,0
94131,05,2015-03,205,1000,0
94911,05,2014-05,1000,2000,0
94911,05,2013-10,300,1000,0
94911,27,2013-10,300,1000,0
95351,05,2014-10,200,3000,0
95629,05,2015-08,300,800,0
96710,05,2014-06,3,50,0
99207,05,2013-10,20,200,0
99207,05,2015-03,200,2000,0
99207,27,2013-10,20,200,0
100226,05,2014-03,50,200,0
101345,05,2015-04,5,100,0
102673,05,2015-05,10,2000,0
103484,27,2013-11,300,1000,0
103484,05,2013-11,300,1000,0
103484,27,2013-11,300万元,1000万元,0
103484,05,2013-11,300万元,1000万元,0
103484,27,2013-11,300万元,1000万元,0
103484,05,2013-11,300万元,1000万元,0
103484,27,2013-11,300,1000,0
103484,05,2013-11,300,1000,0
103484,27,2013-11,300万元,1000万元,0
103484,05,2013-11,300万元,1000万元,0
103484,27,2013-11,300万元,1000万元,0
103484,05,2013-11,300万元,1000万元,0
104816,05,2014-08,50,550,0
105781,05,2014-08,10,500,0
106800,05,2015-08,10,1000,0
109208,05,2014-11,100,500,1
110161,05,2014-07,100,300,0
110161,05,2014-06,50,100,0
110526,05,2014-06,5,200,1
110756,27,2013-11,700万元,2300万元,0
110936,05,2014-03,10,300,0
110936,05,2014-10,300,500,0
111318,05,2015-07,50,10,0
113023,05,2015-07,100,1000,0
114593,05,2013-09,500,610,0
114593,27,2013-09,500,610,0
114701,05,2015-07,50,200,0
115518,05,2014-06,100,500,0
117615,05,2015-07,30,300,0
118547,05,2014-05,10,1000,0
119360,05,2015-06,147,1000,0
120147,05,2015-05,3,50,1
120197,05,2014-08,50,1018,0
121781,05,2015-05,50,500,0
122253,05,2013-12,1720,8600,0
122253,27,2013-12,1720,8600,0
123124,27,2014-01,50,70,0
123124,05,2014-01,50,70,0
123671,27,2013-09,20,100,0
123671,05,2013-09,20,100,0
123857,05,2013-10,1000万元,500万元,0
124618,05,2014-03,100,1100,0
125535,05,2014-03,50,100,0
125535,05,2014-05,100,500,0
125844,05,2013-09,1000,300,0
126042,05,2014-12,50,1000,0
126135,05,2014-09,10万元,100万元,0
127271,05,2014-01,260,400,0
127271,27,2014-01,260,400,0
129736,05,2015-07,20,100,0
130290,05,2015-04,100,1080,0
135008,05,2015-06,1000,5050,0
136022,05,2015-01,3,100,0
137195,05,2014-01,10,100,0
137195,27,2014-01,10,100,0
137622,05,2015-01,3,100,0
138308,05,2014-12,100,300,1
138308,27,2013-10,50,100,1
138308,05,2013-10,50,100,1
138927,05,2014-08,10,200,0
139756,05,2015-03,50,2000,1
143666,05,2014-10,102,500,0
144333,05,2014-11,10,200,1
145358,27,2014-02,50,100,0
145358,05,2014-02,50,100,0
145650,05,2014-12,10,200,0
146402,05,2015-08,100,1000,0
146565,05,2014-03,5,100,1
146710,05,2014-10,10,500,0
146749,27,2014-01,1454.72449,1500,0
147006,05,2014-01,400,500,0
147006,27,2014-01,400,500,0
147006,05,2013-12,200,400,0
147006,27,2013-12,200,400,0
148781,05,2015-07,3,700,0
149031,05,2014-05,500,1000,0
151245,05,2015-07,1000,2000,0
151759,05,2014-05,100,500,0
153000,27,2013-09,45,116.44,0
153000,05,2013-09,300,371.44,0
154962,05,2015-07,50,100,0
154962,05,2014-10,20,50,0
155219,05,2015-05,10,200,1
155337,05,2015-04,1000,2000,0
156058,05,2015-05,30,70,0
156207,05,2015-06,10,100,0
156273,05,2015-03,50,500,0
158481,05,2014-08,30,500,0
158488,05,2015-07,100,2800,0
158913,05,2014-11,10,200,1
160740,05,2015-07,1006,1257.5,0
160759,05,2014-05,50,200,0
160759,05,2015-08,200,500,0
162435,05,2015-01,100,1000,0
162713,05,2015-04,100,500,0
163381,05,2014-10,100,500,0
164242,05,2015-05,80,1000,0
168565,27,2013-12,15000,30000,0
168940,27,2013-12,10.5,21,0
169880,05,2014-08,200,1000,0
170184,05,2014-01,100,20,1
171116,05,2015-03,50,200,0
171175,05,2015-05,3,50,0
171175,27,2015-05,3,50,0
172518,05,2013-12,300,900,1
172518,05,2013-11,50,300,1
172518,27,2013-12,300,900,1
172518,27,2013-11,50,300,1
173146,05,2014-04,7000,11000,1
174103,05,2015-01,10,200,0
174580,05,2014-04,50,200,1
176433,05,2015-05,5,100,1
176949,05,2015-01,1990,4000,0
177159,05,2014-08,1,10,0
177786,05,2015-05,100,1000,0
178341,05,2014-11,10,100,0
179413,05,2015-08,10,50,0
180157,05,2015-07,50,500,0
182203,05,2015-02,500,1000,0
182203,05,2013-11,300,500,0
182203,27,2013-11,300,500,0
182809,05,2015-07,100,500,0
182965,05,2014-04,3,100,1
183443,05,2014-10,10,50,0
187006,27,2013-09,3000,3700,0
187242,05,2014-12,10万元,310万元,0
187512,05,2014-05,500,1000,1
187818,05,2014-05,10,50,0
187903,05,2015-06,50,200,0
190133,05,2014-12,10,100,0
190133,05,2014-12,10万元,100万元,0
190133,05,2014-12,10,100,0
190133,05,2014-12,10万元,100万元,0
190302,05,2015-03,50,500,0
191090,05,2014-12,200,206,0
192848,05,2015-06,30,200,0
194416,05,2015-01,200,800,0
194416,05,2014-08,10,200,0
194510,05,2014-07,10,200,0
194510,05,2014-07,10,200,0
194627,05,2014-11,10,100,1
194814,05,2015-08,30,100,0
195622,05,2014-08,600,665,0
195820,05,2014-11,100,1000,0
197301,05,2015-04,50,100,0
200595,05,2015-08,50,1200,0
203120,05,2014-08,10,300,0
203542,05,2014-11,170,650,1
203977,05,2015-08,500,520,0
203977,05,2014-07,50,500,0
204565,05,2014-10,10,12.5,0
204868,05,2015-07,30,1000,0
207504,05,2015-01,350,449.80275,0
208533,05,2014-11,10,100,0
208639,05,2014-05,10,100,0
209001,05,2014-11,10,500,1
209515,05,2015-02,3,50,0
210544,05,2015-06,2800,5000,0
210544,05,2015-06,2800万元,5000万元,0
210544,05,2015-06,2800,5000,0
210544,05,2015-06,2800万元,5000万元,0
211195,05,2015-07,300,500,0
211995,05,2015-04,3,200,0
212058,05,2015-04,10,500,0
212987,05,2013-12,3,100,1
212987,27,2013-12,3,100,1
213567,05,2014-06,100,500,0
215650,05,2015-06,20,2000,0
218079,05,2014-06,10,300,0
218270,05,2015-06,50,200,0
219302,05,2014-04,100,66950,0
219820,05,2014-10,40,500,0
219876,05,2015-05,20,50,0
220292,05,2013-09,10,60,1
220292,27,2013-09,10,60,1
224953,05,2014-07,10,100,0
225117,05,2014-06,600,1000,0
225117,05,2014-04,100,600,0
226431,05,2014-04,10,15,0
226974,27,2014-01,100,300,0
228957,05,2015-08,3545,4345,0
228957,05,2014-08,2745,3545,0
228957,27,2013-11,1945,2105,0
228957,05,2013-11,1945,2745,0
232295,05,2015-05,3,3.2,0
232295,27,2015-05,3,3.2,0
232991,05,2014-05,10,100,1
233503,05,2015-01,3,100,0
233766,05,2014-07,30,500,0
234023,05,2015-04,10,500,0
235516,05,2014-07,3,5000,0
235591,05,2015-06,10,500,0
235721,05,2014-12,10,100,1
236021,05,2014-08,50,500,1
236459,05,2015-01,10,950,0
238266,05,2014-12,3,5000,0
238913,05,2014-06,10,300,0
239263,05,2014-08,100,1000,0
242353,05,2015-07,50,200,0
242509,05,2014-07,300,500,0
246997,05,2015-05,100,500,0
249712,05,2015-07,500,1000,0
249868,05,2014-04,800,1100,0
249868,05,2015-02,1100,1200,0
251294,05,2014-05,10,100,0
251311,05,2013-09,10,50,0
251311,27,2013-09,10,50,0
251935,05,2014-11,10,100,1
253148,05,2014-06,10,100,0
253618,05,2014-03,60,1860,1
254203,05,2015-04,80,200,0
254203,05,2015-04,80万元,200万元,0
254203,05,2015-04,80,200,0
254203,05,2015-04,80万元,200万元,0
254316,05,2014-04,10,50,0
254568,05,2014-08,10,100,1
254613,05,2014-09,10,200,0
256586,05,2014-12,200,880,0
256712,05,2014-03,10,200,0
259429,27,2013-10,100,10100,1
259429,05,2013-10,100,10100,1
259878,05,2015-06,98,10000,1
259901,05,2015-03,500,3000,0
263020,05,2014-09,10,11.7647,0
263815,05,2014-08,10,5000,0
264651,05,2014-04,50,500,0
265375,05,2015-03,50,300,0
265427,05,2014-08,50,1698,0
268379,05,2014-04,3,100,1
272407,05,2015-04,50,1000,0
274410,05,2014-10,100,200,0
275367,05,2014-11,500,3000,0
275979,05,2014-12,10,50,0
276759,05,2015-06,1,1000,0
276759,05,2015-06,1万元,1000万元,0
276759,05,2015-06,1,1000,0
276759,05,2015-06,1万元,1000万元,0
280333,05,2014-10,50,100,0
281514,05,2015-07,10,200,0
281568,27,2013-11,50,100,0
281568,05,2013-11,50,100,0
282031,05,2014-07,50,150,1
282842,05,2013-10,30,160,0
282842,27,2013-10,30,160,0
283994,05,2014-12,500,1000,0
286254,05,2015-05,50,300,0
287203,05,2014-07,1000,6000,0
290562,05,2014-12,48000万元,60000万元,0
290562,27,2014-12,48000万元,60000万元,0
290562,05,2014-12,48000万元,60000万元,0
290562,27,2014-12,48000万元,60000万元,0
292839,27,2013-12,10,50,0
292973,27,2013-10,200,1000,0
293965,27,2014-01,5000,45500,0
293965,05,2014-01,5000,45500,0
295587,27,2014-01,25,75,0
297668,05,2014-04,100,300,1
299139,05,2015-01,102,1002,0
299700,05,2015-02,50,200,0
302990,05,2014-06,50,200,0
306007,05,2014-06,100,200,1
306047,05,2014-08,10,200,0
306667,05,2015-08,50,5000,0
308325,05,2014-08,200万元,500万元,0
309758,05,2014-06,50,200,0
309758,05,2014-07,200,300,0
310910,05,2014-09,300,462,1
311410,05,2014-09,30,500,0
313465,05,2015-07,200,1000,0
314631,05,2014-05,50,500,1
315252,05,2015-07,25,50,0
315586,05,2014-07,200,500,0
315993,05,2015-07,10,120,0
318038,05,2015-07,3,1000,0
320309,05,2015-07,10000,100,0
320309,05,2014-12,100,10000,0
320396,05,2014-04,50,200,0
321277,27,2014-02,50,200,0
321277,05,2015-02,200,1100,0
321277,05,2014-02,50,200,0
321588,05,2015-05,30,200,0
321696,27,2014-01,1470,5000,0
321696,05,2014-01,1470,5000,0
322532,05,2015-08,50,55.6,0
323298,05,2015-08,1000,1363.64,0
323298,05,2015-03,10,1000,0
323907,27,2014-01,300,400,0
323907,05,2014-01,300,400,0
324410,05,2015-06,500,3414.19,0
324410,05,2015-08,3414.19,3500,0
327095,05,2015-02,3,10,0
327095,05,2015-04,10,100,0
329612,05,2014-05,100,500,0
330444,05,2014-10,10,500,0
331848,05,2014-08,50,300,0
332565,05,2013-09,30,100,0
332565,27,2013-09,0,100,0
332779,27,2013-09,200,235.3,0
332779,05,2014-03,235.3,261.44,0
332779,05,2013-09,200,235.3,0
332811,05,2015-03,200,998,1
333432,05,2015-03,20,100,0
335548,05,2014-07,1000,5000,0
335548,05,2015-08,5000,10000,0
336598,05,2014-03,100,200,0
336598,05,2014-07,200,500,0
336655,05,2014-04,3,100,1
336734,27,2014-01,50,200,1
336734,27,2014-01,50万元,200万元,1
336734,27,2014-01,50,200,1
336734,27,2014-01,50万元,200万元,1
338202,05,2014-07,10,20,0
340974,05,2015-06,1010,20000,0
340974,27,2013-11,10,1010,0
340974,05,2013-11,10,1010,0
341482,05,2013-09,50,150,0
341482,27,2013-09,50,150,0
342172,05,2014-12,1008,1018,0
342527,05,2014-06,10,100,0
344252,05,2014-03,10,500,0
344572,05,2014-11,50,100,0
344572,05,2014-11,50万元,100万元,0
344572,05,2014-11,50,100,0
344572,05,2014-11,50万元,100万元,0
344992,05,2014-12,3,1000,0
346775,05,2013-12,10,60,1
346775,27,2013-12,10,60,1
350257,05,2014-03,10,300,0
352981,27,2013-09,3450,3530,0
354826,05,2013-10,10,50,0
354826,27,2013-10,10,50,0
357538,05,2014-05,10,300,0
358987,05,2014-06,20,100,0
359097,27,2013-11,120,820,0
359097,05,2013-11,120,820,0
359743,05,2014-07,100,1000,0
362425,05,2015-05,200,500,0
363665,05,2014-04,10,500,0
365911,05,2015-04,10,200,0
367172,05,2015-03,2,5000,0
368667,05,2015-06,3,200,0
369747,05,2015-03,3,50,0
370009,05,2014-04,10,100,0
374803,05,2015-08,20,200,0
375117,05,2014-04,10,1000,0
375136,05,2015-01,10,500,0
376625,05,2015-08,10,100,0
376875,27,2013-09,10,100,1
376875,05,2013-09,10,100,1
378355,05,2015-06,10,300,0
378355,05,2015-06,10万元,300万元,0
378355,05,2015-06,10,300,0
378355,05,2015-06,10万元,300万元,0
378745,05,2013-11,10,100,0
378745,27,2013-11,10,100,0
379890,05,2014-04,50,500,0
380167,05,2014-03,10,500,0
380245,05,2015-02,10180,20180,0
380819,05,2015-06,200,1000,0
382466,27,2013-10,30,50,0
383528,05,2014-05,500,625,0
386453,05,2015-06,50,500,0
386727,05,2015-03,40,45.8333,0
386727,05,2015-03,40万元,45.8333万元,0
386727,05,2015-03,40,45.8333,0
386727,05,2015-03,40万元,45.8333万元,0
386784,05,2014-04,100,1050,0
388999,27,2013-11,210.1,320.2,0
388999,27,2013-12,320.2,420,0
389525,05,2014-10,3,900,0
389711,05,2015-06,100,500,0
392292,05,2015-06,10,100,0
393050,05,2014-09,30,200,0
395422,27,2013-10,10,50,0
395422,05,2015-05,50,100,0
395422,05,2013-10,10,50,0
396087,05,2014-12,20,200,1
398874,05,2015-02,1618,6668,0
398874,05,2015-08,6668,1618,0
399086,05,2014-04,10,120,0
404889,05,2014-12,10,100,0
405379,05,2015-05,50,500,0
409550,05,2013-10,3,1006,0
409550,27,2013-10,3,1006,0
412354,05,2014-12,10,500,1
412387,05,2015-03,10,16,0
412583,05,2014-03,50,300,0
412785,05,2014-12,50,200,0
413304,05,2014-05,6,150,0
414590,05,2015-08,200,900,1
414590,05,2015-08,200万元,900万元,1
414590,05,2015-08,200,900,1
414590,05,2015-08,200万元,900万元,1
415009,05,2015-07,10,12.5,0
416812,05,2014-10,10,100,0
418637,05,2014-07,10,100,0
420782,05,2015-01,100,1000,0
421412,05,2013-10,3,100,0
421412,27,2013-10,3,100,0
421552,05,2014-11,10,100,0
422383,05,2014-04,50,1000,0
426686,27,2013-09,3,10,0
427055,27,2013-11,10,200,0
427055,05,2013-11,10,200,0
427995,05,2014-07,200,5000,0
430136,05,2014-07,50,2300,0
430497,05,2013-11,50,10,0
431475,05,2015-07,500,1000,0
431475,05,2013-11,100,500,0
431475,27,2013-11,100,500,0
432409,27,2013-11,3,100,0
432409,05,2013-11,3,100,0
432497,05,2015-04,50,500,0
434998,27,2013-12,,30,0
434998,05,2013-12,3,30,0
435335,05,2014-04,100,500,0
435804,05,2015-05,500,50,0
435914,05,2015-07,500,2000,0
436512,05,2014-02,10,100,1
436512,27,2014-02,10,100,1
438374,05,2015-06,10,20,0
438486,27,2013-10,10,200,0
438486,05,2013-10,10,200,0
440881,05,2014-06,10,1000,0
441323,05,2015-07,50,1000,0
441843,05,2014-03,500,50000,1
447309,05,2015-04,10,100,0
449693,05,2015-07,100,110,0
449693,05,2014-12,10,100,0
449726,05,2014-08,3,1000,0
450338,05,2014-12,25,161,0
450343,05,2014-10,10,100,0
452682,05,2014-11,50,100,1
453579,05,2014-11,200,500,0
453619,27,2013-10,10,100,0
453619,05,2013-10,10,100,0
454332,05,2015-04,50,100,0
455659,05,2015-02,300,1000,0
456727,05,2015-04,200,1000,0
456727,05,2013-11,100,200,0
456727,27,2013-11,100,200,0
457160,05,2015-07,50,5000,0
457343,05,2014-03,10,300,0
457858,05,2015-04,100万元,175万元,0
458412,05,2014-08,200,300,0
458941,05,2014-11,10,100,0
459089,05,2015-08,1000,2000,1
460188,05,2014-05,100,300,0
460885,05,2014-11,10,200,0
461564,27,2013-09,200,1000,0
461607,05,2014-09,3,1000,0
462107,05,2015-07,50,300,0
462992,05,2015-01,500,5000,0
463929,05,2014-08,100,120,1
467507,05,2015-07,500,1000,0
