EID,TYPECODE,LAWDATE,LAWAMOUNT,TARGET
39302,43514671,2012-11-01,3563000,0
39302,44515980,2012-12-01,18499300,0
39302,61624051,2013-05-01,3563000,0
39302,99047396,2014-12-01,3305100,0
46568,102527445,2015-06-01,0,0
46568,102673211,2015-05-01,0,0
46568,102424656,2015-06-01,0,0
46568,102424663,2015-06-01,0,0
46568,101817742,2015-05-01,0,0
46568,98906365,2015-03-01,0,0
49177,84379586,2014-07-01,671200,1
49675,76457115,2013-10-01,11000,1
49675,60357475,2013-01-01,142900,1
49675,80058689,2013-10-01,11000,1
49675,85060345,2014-05-01,30600,1
49675,61568746,2013-04-01,30300,1
55383,91767857,2014-10-01,10400,0
55383,85053572,2014-06-01,6100,0
57688,81331538,2014-05-01,1177700,0
57688,74281457,2014-02-01,63200,0
57688,75225052,2014-03-01,8700,0
57904,61096907,2013-03-01,27752800,0
59654,73338644,2013-07-01,0,0
59654,72846386,2013-12-01,36000,0
59654,101092049,2015-05-01,8200,0
59930,112183404,2014-10-01,12944400,0
59930,91764899,2014-10-01,12944400,0
59930,73325569,2013-07-01,14359200,0
62572,109151284,2015-05-01,506400,1
62572,110282355,2015-08-01,20600,1
62572,99971770,2015-04-01,79300,1
62572,101089223,2015-05-01,506400,1
62572,106298176,2015-08-01,20600,1
62572,104599677,2015-07-01,113900,1
62572,110282315,2015-07-01,113900,1
73632,75021191,2013-12-01,17100,0
73632,80297900,2013-12-01,15400,0
73632,75021329,2013-12-01,15400,0
73632,80297898,2013-12-01,3100,0
73632,80297805,2013-12-01,17100,0
73632,75021327,2013-12-01,3100,0
77987,66087317,2013-06-01,1000000,0
87086,109173169,2014-09-01,561800,0
87086,91746892,2014-09-01,561800,0
87086,67682079,2013-08-01,3800,0
87780,91674132,2014-08-01,19933100,1
87780,85554772,2014-08-01,19933100,1
89065,101687382,2015-01-01,4000,0
90748,67909027,2013-07-01,1900900,0
90748,85072781,2014-08-01,38900,0
90748,79914666,2013-12-01,106400,0
90748,75017430,2013-12-01,106400,0
95668,80060708,2014-01-01,42500,0
95668,72849547,2013-12-01,42500,0
95668,42396434,2012-09-01,11100,0
97006,109015674,2015-01-01,10200,1
111120,103009839,2015-06-01,100600,0
111318,106297935,2015-08-01,12300,0
111318,110247621,2015-08-01,12300,0
111413,97006304,2015-02-01,0,0
112180,99274091,2015-03-01,6000,0
112180,103893268,2015-06-01,31500,0
112180,101305971,2015-03-01,6000,0
112180,102154010,2015-06-01,31500,0
112180,102624149,2015-06-01,31500,0
123124,60698209,2012-12-01,1400,0
123981,73325724,2013-09-01,152000000,0
123981,91461180,2014-04-01,773700,0
123981,79555697,2014-01-01,152000000,0
123981,78403064,2014-04-01,773700,0
123981,97801862,2014-01-01,152000000,0
123981,104012978,2014-04-01,773700,0
123981,74994949,2014-01-01,152000000,0
123981,85440097,2014-04-01,773700,0
125733,99693549,2015-04-01,5000000,0
125733,101732804,2015-04-01,5000000,0
125733,108839052,2015-04-01,5000000,0
125733,104911660,2015-07-01,5000000,0
125733,108838955,2015-02-01,5000000,0
125733,109014473,2015-01-01,5000000,0
125733,106889391,2015-01-01,5000000,0
125733,13833322,2015-07-01,5000000,0
129908,97782716,2014-09-01,40000,0
129908,97782726,2014-09-01,40000,0
129908,62171443,2013-06-01,20700,0
129908,97782740,2014-09-01,40000,0
129908,97782735,2014-09-01,40000,0
129908,97782729,2014-09-01,40000,0
133863,61583643,2013-04-01,35800,0
147932,76448690,2013-10-01,20300,0
148128,91830140,2014-10-01,1880000,0
149322,98873316,2015-03-01,12000,0
149943,102425461,2015-06-01,0,0
149943,108753751,2015-06-01,0,0
151059,61080836,2013-03-01,15100,0
151059,76456119,2014-02-01,19700,0
151059,99055683,2015-02-01,0,0
165074,87811486,2014-09-01,146900,0
165074,91738980,2014-09-01,146900,0
169665,75077278,2014-02-01,349500,1
171770,101486015,2015-05-01,551900,1
174830,99033326,2015-02-01,366700,0
174830,101683027,2015-02-01,366700,0
174830,108949816,2015-02-01,366700,0
174830,75018371,2014-01-01,100900,0
176817,91148909,2014-10-01,16809700,1
177786,79941536,2013-12-01,4500,0
177786,79941540,2013-12-01,4500,0
179020,112187096,2015-05-01,15600,0
179020,112187094,2015-05-01,11700,0
179020,62104974,2013-01-01,35000,0
179020,112426752,2015-05-01,11700,0
179020,100872357,2015-05-01,11700,0
179020,100872359,2015-05-01,15600,0
179020,112424413,2015-05-01,15600,0
180375,92559725,2014-10-01,30000,0
180375,93696499,2014-12-01,119000,0
180375,108954853,2015-07-01,0,0
180375,108954851,2015-07-01,0,0
180375,97523338,2015-02-01,0,0
180375,97936802,2014-10-01,24200,0
180375,99046311,2014-12-01,4100,0
180375,93696480,2014-12-01,4100,0
180375,93696476,2014-12-01,4100,0
180375,93696472,2014-12-01,4100,0
180375,93696470,2014-12-01,4100,0
180375,92712296,2014-10-01,92200,0
180375,83482786,2014-06-01,339300,0
180375,92712582,2014-11-01,294500,0
180375,73813419,2013-05-01,1015200,0
180375,85052531,2014-07-01,176900,0
180375,96498859,2015-01-01,48000,0
180375,111417907,2015-06-01,4234000,0
180375,105242548,2015-01-01,60000,0
180375,97742121,2015-03-01,121000,0
180375,85052494,2014-07-01,170800,0
180375,80923121,2014-06-01,0,0
183833,60076405,2013-01-01,6214300,0
185617,61169045,2013-03-01,30100,0
185617,61171123,2013-03-01,18600,0
185617,85272382,2014-08-01,137200,0
187571,66080448,2012-10-01,14300,0
188630,61103110,2013-01-01,50000,1
208336,84046393,2014-08-01,31200,0
210217,92707588,2014-09-01,23000,0
210217,87811255,2014-09-01,23000,0
212375,94184804,2014-09-01,17677800,0
217385,85058076,2014-04-01,432700,0
217385,104923999,2015-07-01,10000,0
217385,104923993,2015-07-01,16000,0
217385,104916179,2015-07-01,16700,0
217385,104925154,2015-07-01,16500,0
217385,105317946,2015-07-01,16500,0
217385,104638677,2015-07-01,17300,0
217385,104916110,2015-07-01,17300,0
217385,104638705,2015-07-01,16700,0
217385,106063076,2015-07-01,16700,0
217385,104923995,2015-07-01,12500,0
217385,105317950,2015-07-01,16000,0
217385,105317959,2015-07-01,10000,0
217385,112419556,2015-07-01,16500,0
217385,104923997,2015-07-01,16400,0
222748,85055349,2014-06-01,7000,0
223362,100175951,2015-04-01,15853800,1
223362,109150049,2015-04-01,15853800,1
225123,92711459,2014-12-01,50600,1
225803,60661592,2013-02-01,7200,0
228957,97811184,2014-05-01,87600,0
228957,81438008,2014-06-01,86600,0
228957,91708355,2014-05-01,87600,0
228957,87435075,2014-05-01,87600,0
228957,97787118,2014-06-01,86600,0
230220,103011118,2015-06-01,1759900,0
230220,102527021,2015-06-01,1759900,0
235643,100467850,2015-04-01,5000,0
235643,108951139,2015-05-01,8000,0
235643,101656993,2015-05-01,8000,0
235643,100542186,2015-04-01,5000,0
235643,108950694,2015-04-01,5000,0
237111,97816595,2014-08-01,0,0
237111,88341819,2014-08-01,0,0
237111,91742853,2014-08-01,0,0
237111,92424525,2014-10-01,0,0
237111,99074821,2015-03-01,0,0
237111,87812674,2014-08-01,0,0
241886,98905815,2015-03-01,14200,1
243700,67520963,2013-10-01,508200,0
243700,67514922,2013-10-01,4200,0
245143,62185301,2013-05-01,7133800,0
245143,76444388,2014-03-01,353200,0
245143,60750745,2013-03-01,354000,0
245143,105257188,2015-06-01,1978400,0
245704,103623786,2015-06-01,12100,0
245704,67671378,2013-08-01,1800,0
255086,110604211,2015-03-01,20300,1
255086,44073666,2012-12-01,67200,1
255086,60625658,2013-02-01,1500,1
255086,98907929,2015-03-01,20300,1
255086,60615762,2013-02-01,22900,1
256931,97808768,2014-04-01,27400,0
256931,97924587,2015-03-01,51800,0
256931,85044153,2014-04-01,27400,0
256931,85044130,2014-04-01,41800,0
256931,97808561,2014-04-01,41800,0
260905,65607496,2013-07-01,284000,0
260905,73323925,2013-09-01,284000,0
264950,97788056,2014-07-01,31300,0
269490,97985588,2015-01-01,503000,0
269490,67668940,2013-07-01,49800,0
269490,60811633,2013-02-01,370200,0
269490,96508363,2014-12-01,503000,0
269490,67668939,2013-07-01,59400,0
277125,66078767,2012-09-01,2600,0
283447,92115407,2012-12-01,269100,0
283447,67558250,2012-12-01,269100,0
290562,101118093,2015-05-01,260300,0
290562,102353777,2015-06-01,4000,0
294270,99078350,2015-03-01,11900,0
296917,73365819,2013-07-01,9200,1
296917,73366875,2013-09-01,15600,1
296917,73366873,2013-09-01,19600,1
296917,73366883,2013-09-01,17700,1
296917,73366879,2013-09-01,19000,1
311880,61170527,2013-01-01,1400,0
315586,73369607,2013-09-01,22100,0
316872,108957331,2015-02-01,4500,0
317242,79935063,2013-12-01,122100,0
317242,75003545,2013-12-01,122100,0
319146,101889044,2015-05-01,505700,1
319146,9302456,2015-05-01,505700,1
325536,67667184,2013-07-01,19500,0
326279,106297783,2015-08-01,25800,0
326279,109144021,2015-08-01,41600,0
326279,106297772,2015-08-01,41600,0
326279,108750454,2015-08-01,25800,0
331977,79629918,2014-03-01,66700,1
331977,76451542,2014-03-01,66700,1
331977,97939134,2014-03-01,66700,1
332565,109014492,2015-01-01,195100,0
343645,10978056,2015-04-01,3174000,0
343645,67907442,2013-07-01,1500,0
343645,67907440,2013-07-01,10700,0
343645,67907407,2013-07-01,3000,0
343645,60994187,2013-03-01,13500,0
343645,63820839,2013-08-01,60000,0
343645,73653643,2014-01-01,228900,0
343645,85394373,2014-08-01,8400,0
343645,80326063,2014-01-01,1250000,0
355483,100469555,2015-04-01,3030800,0
355483,103029076,2015-04-01,3030800,0
371846,67679519,2013-08-01,5300,0
385889,85073809,2014-08-01,700,0
385889,91760417,2014-08-01,700,0
385889,91760375,2014-08-01,700,0
385889,91760383,2014-08-01,700,0
385889,91760387,2014-08-01,800,0
385889,91760407,2014-08-01,1000,0
385889,91760412,2014-08-01,700,0
385889,97819267,2014-08-01,1000,0
385889,75062228,2014-01-01,1800,0
385889,97819262,2014-08-01,800,0
385889,98105897,2015-02-01,800,0
385889,85073816,2014-08-01,800,0
385889,85073810,2014-08-01,700,0
385889,85073814,2014-08-01,800,0
385889,85073818,2014-08-01,600,0
385889,85073822,2014-08-01,1000,0
385889,85073820,2014-08-01,700,0
385889,85073825,2014-08-01,700,0
385889,81326731,2014-01-01,1800,0
385889,91760395,2014-08-01,800,0
385889,91760401,2014-08-01,600,0
385889,42710419,2012-10-01,800,0
385889,60002027,2012-12-01,4400,0
397268,97814662,2014-06-01,5500,0
397268,91709556,2014-06-01,5500,0
397268,87435625,2014-06-01,5500,0
409033,75017092,2013-12-01,7600,0
412650,44294771,2012-11-01,2000000,0
421084,103035491,2015-01-01,49500,0
421084,102503376,2015-01-01,49500,0
421315,103941074,2015-06-01,71200,0
421540,43286981,2012-10-01,6364300,0
427130,61026828,2013-01-01,583800,0
431970,101685025,2015-01-01,5100,0
435007,87441894,2014-01-01,352000,0
435007,66084316,2013-05-01,31003600,0
435007,66084322,2013-05-01,31001300,0
435007,66080998,2012-10-01,908000,0
435007,73343185,2013-10-01,352000,0
435007,66084329,2013-05-01,20816400,0
435007,66084289,2013-05-01,9510800,0
435007,91730637,2014-01-01,352000,0
435007,66084307,2013-05-01,36887900,0
435007,75014001,2013-12-01,604900,0
435007,66080983,2012-10-01,1008600,0
435007,66085893,2013-05-01,994100,0
435007,80059091,2013-12-01,604900,0
435464,99068912,2015-03-01,122000,0
437578,75065310,2014-02-01,80000,0
438762,108891645,2015-07-01,16400,0
447278,66084512,2013-05-01,14528200,0
447913,106066619,2015-02-01,14915000,0
447913,97523517,2015-02-01,14915000,0
460461,81335468,2013-12-01,7900,1
460461,75004092,2013-12-01,7900,1
461805,101089015,2015-04-01,2776600,1
461805,11513572,2015-04-01,2776600,1
473462,99036537,2015-01-01,350000,0
484783,78168853,2014-04-01,185400,0
495038,83566803,2014-02-01,32300,0
495038,108956008,2015-05-01,89300,0
495038,100871522,2015-05-01,89300,0
495038,76446163,2014-02-01,32300,0
498500,93818825,2014-12-01,744000,0
499159,112374315,2015-07-01,958700,1
499159,104649901,2015-07-01,958700,1
500332,76450677,2014-02-01,5500,1
500332,102985562,2014-12-01,20000,1
500332,97964755,2014-12-01,20000,1
501614,106520172,2015-08-01,11800,0
501614,81463580,2014-06-01,1700,0
503838,87435531,2014-05-01,7000,1
503838,87435484,2014-05-01,12200,1
503838,91709371,2014-05-01,7000,1
503838,91709308,2014-05-01,12200,1
504558,101305064,2015-01-01,273900,0
504558,98068293,2015-01-01,273900,0
513238,99890688,2015-03-01,108800,0
514370,96490123,2015-01-01,25800,0
3367,67682447,2013-08-01,100,0
3367,66079640,2012-09-01,12300,0
3367,87439988,2014-06-01,96800,0
3367,85357853,2014-08-01,77700,0
3367,91727066,2014-06-01,96800,0
3367,92423318,2014-08-01,77700,0
17641,61978250,2013-06-01,20600,0
17641,102502289,2015-04-01,5400,0
17641,102502277,2015-04-01,7400,0
17641,102502272,2015-04-01,8400,0
17641,102502245,2015-04-01,15700,0
17641,102502291,2015-04-01,8400,0
17641,102502324,2015-04-01,8800,0
17641,102502320,2015-04-01,6800,0
17641,102502314,2015-04-01,6800,0
17641,102502310,2015-04-01,6800,0
17641,102502308,2015-04-01,8800,0
17641,102502281,2015-04-01,7400,0
17641,102502329,2015-04-01,6800,0
17641,76451517,2014-03-01,19000,0
17641,76451519,2014-03-01,19000,0
17641,76448890,2014-01-01,2000,0
17641,62227884,2013-04-01,34900,0
17641,61662787,2013-03-01,18600,0
17641,103052211,2015-04-01,6800,0
17641,103052224,2015-04-01,6800,0
17641,99974315,2015-04-01,6800,0
17641,99974296,2015-04-01,7400,0
17641,103052177,2015-04-01,8400,0
17641,103052249,2015-04-01,8800,0
17641,103052181,2015-04-01,5400,0
17641,99974294,2015-04-01,7400,0
17641,103052168,2015-04-01,7400,0
17641,103052203,2015-04-01,6800,0
17641,75070915,2014-01-01,83300,0
17641,99974324,2015-04-01,6800,0
17641,99974310,2015-04-01,11400,0
17641,99974322,2015-04-01,6800,0
17641,99974289,2015-04-01,8400,0
17641,99619150,2015-04-01,15700,0
17641,103052255,2015-04-01,6800,0
17641,102987557,2015-04-01,8400,0
17641,75070913,2014-01-01,32200,0
17641,99974298,2015-04-01,7400,0
17641,104247448,2015-07-01,142900,0
17641,99974317,2015-04-01,8800,0
17641,103052217,2015-04-01,8800,0
17641,103051867,2015-04-01,15700,0
17641,103052239,2015-04-01,6800,0
17641,103052172,2015-04-01,8400,0
17641,103052188,2015-04-01,8400,0
17641,102987555,2015-04-01,8400,0
17641,103052231,2015-04-01,6800,0
17641,103052164,2015-04-01,7400,0
17641,103052196,2015-04-01,11400,0
17641,102502275,2015-04-01,7400,0
17641,99974305,2015-04-01,5400,0
17641,99974308,2015-04-01,8400,0
17641,99974300,2015-04-01,8400,0
17641,99974328,2015-04-01,6800,0
17641,99974291,2015-04-01,8400,0
17641,99974319,2015-04-01,6800,0
17641,99974312,2015-04-01,6800,0
17641,99974326,2015-04-01,8800,0
17641,99974303,2015-04-01,8400,0
17641,93761287,2014-11-01,21200,0
18282,75004018,2013-12-01,20000,0
18282,80329144,2013-12-01,20000,0
19463,108906261,2015-05-01,152500,0
19463,101092974,2015-05-01,152500,0
22008,91686409,2014-06-01,31400,0
22008,97815019,2014-06-01,31400,0
22008,81458973,2014-06-01,31400,0
30365,76449486,2014-01-01,2776200,0
30365,76449689,2013-12-01,2776200,0
30365,91808372,2014-10-01,13700,0
30365,96506354,2015-01-01,11944900,0
30365,91808386,2014-10-01,5000,0
30365,101093663,2015-05-01,7400,0
30365,101093666,2015-05-01,3600,0
30365,98909363,2015-03-01,1209400,0
35863,91726106,2014-01-01,27900,0
35863,91726108,2014-01-01,22800,0
35863,75070861,2014-01-01,27900,0
35863,75070863,2014-01-01,22800,0
35863,87439848,2014-01-01,22800,0
35863,87439858,2014-01-01,27900,0
54693,111419219,2015-01-01,41400,1
54829,97997660,2015-01-01,3022700,0
54829,94907874,2014-12-01,3296800,0
54829,101818471,2015-05-01,5009000,0
54829,101356118,2015-05-01,4000000,0
54829,101818468,2015-05-01,14028000,0
54829,101818465,2015-05-01,4008000,0
54829,105252608,2015-08-01,5630200,0
54829,105252601,2015-08-01,3016400,0
54829,109180838,2015-05-01,4008000,0
54829,109180873,2015-05-01,5009000,0
54829,111875649,2015-08-01,3500000,0
54829,103424752,2015-06-01,500000,0
54829,96514839,2015-01-01,13851600,0
54829,91729121,2014-04-01,4704000,0
54829,108901720,2015-08-01,17000000,0
54829,103009420,2015-06-01,0,0
54829,105252330,2015-08-01,3500000,0
54829,109180850,2015-05-01,14028000,0
54829,109180663,2015-05-01,4000000,0
54829,99619179,2015-04-01,1000000,0
54829,106072500,2015-08-01,17000000,0
54829,9387112,2015-08-01,17000000,0
54829,9419379,2015-06-01,500000,0
54829,11513498,2015-04-01,1000000,0
59996,105738820,2015-08-01,9000,0
60662,91894349,2014-11-01,599200,0
60662,99635056,2015-04-01,394600,0
60662,108948241,2015-07-01,198800,0
67747,99491841,2015-03-01,19800,0
67747,108987754,2015-03-01,19800,0
67772,80057406,2014-01-01,13102700,0
67772,75011367,2014-01-01,13102700,0
78270,106065898,2015-08-01,18300,0
82759,79279759,2014-03-01,369600,0
82759,93758466,2014-03-01,369600,0
87202,101683254,2015-02-01,125000,0
87604,64435336,2012-10-01,0,0
98034,67905599,2013-07-01,3500,0
98034,97939375,2014-07-01,0,0
98034,83487632,2014-07-01,0,0
98709,80123131,2014-04-01,695000,0
98709,97812394,2014-04-01,695000,0
98709,91919574,2014-04-01,695000,0
100884,91742761,2014-09-01,22893600,1
100884,73323787,2013-08-01,103654300,1
103394,61708433,2013-05-01,22500,0
103590,104470103,2015-03-01,23200,0
103590,99079291,2015-03-01,23200,0
103590,109167856,2015-05-01,73000,0
103590,101093162,2015-05-01,73000,0
104162,96492368,2015-02-01,17000,0
107537,61469243,2013-04-01,24800,0
119432,60577124,2013-02-01,0,0
121797,97998143,2015-01-01,1460700,0
121797,109049913,2015-02-01,150900,0
121797,98081338,2015-02-01,150900,0
121797,104638591,2015-07-01,494000,0
121797,104638615,2015-07-01,972800,0
121797,109181524,2015-06-01,884100,0
121797,85057715,2014-07-01,1150900,0
121797,108992008,2015-01-01,1969300,0
121797,97996459,2015-01-01,1969300,0
121797,112505626,2015-07-01,972800,0
121797,85057711,2014-07-01,31700,0
121797,98101915,2015-02-01,488600,0
121797,101688200,2015-02-01,488600,0
121797,96492243,2015-02-01,93510700,0
121797,75009271,2014-01-01,11800,0
121797,97988593,2015-01-01,0,0
121797,105247565,2015-02-01,150900,0
121797,105731861,2015-08-01,0,0
121797,105731864,2015-08-01,0,0
121797,105731866,2015-08-01,0,0
121797,105731869,2015-08-01,0,0
121797,112106429,2015-07-01,972800,0
121797,108771459,2015-07-01,494000,0
121797,108902559,2015-08-01,0,0
121797,108902562,2015-08-01,0,0
121797,85057713,2014-07-01,680400,0
126707,101685405,2015-01-01,6800,0
126707,102933688,2015-06-01,14000,0
128386,85066833,2014-08-01,28000,0
128386,91748223,2014-08-01,28000,0
138409,73360601,2013-10-01,178900,0
138409,73375726,2013-10-01,190400,0
138409,107675444,2015-04-01,75500,0
138409,73357688,2013-08-01,97100,0
138409,107675522,2015-04-01,29500,0
138409,100690448,2015-04-01,70000,0
138409,73357915,2013-08-01,14100,0
138409,107675588,2015-04-01,1298100,0
138409,61484219,2013-04-01,33800,0
138409,100690418,2015-04-01,29500,0
138409,100690513,2015-04-01,93400,0
138409,100690360,2015-04-01,20900,0
138409,100690393,2015-04-01,14600,0
138409,100690396,2015-04-01,23100,0
138409,100690456,2015-04-01,172700,0
138409,100690384,2015-04-01,32600,0
138409,100690413,2015-04-01,49100,0
138409,100690407,2015-04-01,243900,0
138409,100690483,2015-04-01,18600,0
138409,100690415,2015-04-01,75500,0
138409,100690494,2015-04-01,34000,0
138409,100690442,2015-04-01,181400,0
138409,100690453,2015-04-01,20000,0
138409,100690440,2015-04-01,79600,0
138409,100690509,2015-04-01,173100,0
138409,100690356,2015-04-01,41800,0
138409,100690403,2015-04-01,54800,0
138409,100690462,2015-04-01,68400,0
138409,100690373,2015-04-01,51200,0
138409,100690350,2015-04-01,299900,0
138409,100690379,2015-04-01,24600,0
138409,99913513,2015-04-01,654800,0
138409,107675593,2015-04-01,54100,0
138409,107675527,2015-04-01,18500,0
138409,107675503,2015-04-01,14900,0
138409,107675548,2015-04-01,172700,0
138409,107675468,2015-04-01,50400,0
138409,107675493,2015-04-01,14600,0
138409,107675525,2015-04-01,72800,0
138409,107675557,2015-04-01,19200,0
138409,108905598,2015-01-01,17000000,0
138409,109638217,2015-06-01,88100,0
138409,103131586,2015-06-01,82200,0
138409,100690367,2015-04-01,50400,0
138409,100690436,2015-04-01,79600,0
138409,107675569,2015-04-01,101400,0
138409,100690464,2015-04-01,38500,0
138409,100690352,2015-04-01,184900,0
138409,100690365,2015-04-01,38200,0
138409,107675488,2015-04-01,37900,0
138409,107675480,2015-04-01,24600,0
138409,107675514,2015-04-01,75500,0
138409,107675441,2015-04-01,184900,0
138409,100690390,2015-04-01,37900,0
138409,107675477,2015-04-01,61400,0
138409,100690479,2015-04-01,44000,0
138409,60953457,2013-03-01,17500,0
138409,100690503,2015-04-01,18800,0
138409,107675539,2015-04-01,14000,0
138409,100690487,2015-04-01,42000,0
138409,107675536,2015-04-01,181400,0
138409,100690428,2015-04-01,72800,0
138409,100690377,2015-04-01,61400,0
138409,100690481,2015-04-01,101400,0
138409,107675459,2015-04-01,38200,0
138409,107675591,2015-04-01,18800,0
138409,100690472,2015-04-01,69000,0
138409,100690446,2015-04-01,14000,0
138409,73356829,2013-07-01,56400,0
138409,60287144,2013-01-01,14900,0
138409,100690370,2015-04-01,61400,0
138409,100690507,2015-04-01,54100,0
138409,73357803,2013-08-01,900,0
138409,107675430,2015-04-01,12300,0
138409,107675485,2015-04-01,32600,0
138409,100690491,2015-04-01,19200,0
138409,100690405,2015-04-01,14900,0
138409,60088534,2012-12-01,7300,0
138409,100690432,2015-04-01,18500,0
138409,100690354,2015-04-01,75500,0
138409,60497588,2012-12-01,35600,0
138409,100690497,2015-04-01,1298100,0
138409,100690470,2015-04-01,19200,0
138409,100690344,2015-04-01,12300,0
138844,73325673,2013-09-01,495400,0
142045,91782353,2014-06-01,16800,1
142045,81438094,2014-06-01,16800,1
142830,75071703,2014-02-01,61300,1
142830,80086095,2014-02-01,61300,1
144321,11525351,2015-07-01,40000,1
144321,102424793,2015-06-01,116600,1
144321,106298641,2015-08-01,111300,1
144321,106298639,2015-08-01,111300,1
144321,108860835,2015-08-01,111300,1
144321,111905293,2015-07-01,50500,1
144321,109836150,2015-06-01,116600,1
144321,109836146,2015-06-01,116600,1
144321,108953364,2015-08-01,10000,1
144321,112473143,2015-07-01,50500,1
144321,112472662,2015-06-01,116600,1
144321,111391382,2015-06-01,116600,1
144321,111904499,2015-06-01,116600,1
144321,106295012,2015-08-01,81800,1
144321,111871467,2015-08-01,6000,1
144321,102501478,2015-06-01,116600,1
144321,102501482,2015-06-01,116600,1
144321,102424791,2015-06-01,116600,1
144321,108953371,2015-08-01,6000,1
144321,106298637,2015-08-01,80900,1
144321,108913260,2015-07-01,50500,1
144321,108889034,2015-06-01,80900,1
144321,106298633,2015-08-01,10000,1
144321,106298643,2015-08-01,6000,1
144321,106298635,2015-08-01,111300,1
144321,102503662,2015-06-01,116600,1
144321,102424797,2015-06-01,116600,1
144321,102424795,2015-06-01,116600,1
154574,103942731,2015-04-01,94300,1
154574,76449611,2013-12-01,279200,1
154574,76449610,2013-12-01,170200,1
154574,60952884,2013-01-01,329300,1
154574,99059657,2015-02-01,96100,1
154574,80294339,2013-10-01,234300,1
154574,85052852,2014-04-01,131500,1
154574,112494037,2015-01-01,41900,1
154574,80328943,2013-12-01,279200,1
154574,60070495,2013-01-01,10000,1
154574,83566119,2014-04-01,91200,1
154574,89179187,2013-05-01,87900,1
154574,83566056,2014-04-01,62700,1
154574,92717603,2014-07-01,2141900,1
154574,91894404,2014-11-01,474900,1
154574,85055949,2014-07-01,2141900,1
154574,61430866,2013-03-01,380000,1
154574,80660036,2014-06-01,998500,1
154574,61053225,2013-01-01,1220000,1
154574,81338200,2013-11-01,149700,1
154686,83199360,2014-07-01,231600,1
154686,90695575,2014-07-01,231600,1
154686,75066353,2014-01-01,172200,1
173181,101089318,2015-05-01,17200,0
174905,75013478,2013-10-01,33000,0
177287,85551883,2014-06-01,42300,0
177287,99057695,2015-02-01,0,0
177287,91675320,2014-06-01,42300,0
177287,108978932,2015-02-01,0,0
180631,98082461,2015-02-01,13500,0
180631,105249127,2015-02-01,16400,0
180631,105249129,2015-02-01,13500,0
185271,97965427,2014-12-01,30100,1
185271,93698396,2014-12-01,30100,1
185271,101687457,2015-02-01,30200,1
185672,60587834,2013-01-01,206200,0
186212,61126330,2013-02-01,197500,1
193449,76447132,2014-03-01,97900,1
193449,91912135,2014-09-01,81500,1
193449,97806510,2014-09-01,81500,1
193449,87372569,2014-09-01,81500,1
193449,92418857,2014-04-01,66300,1
193449,79641759,2014-03-01,97900,1
193449,79321707,2014-04-01,66300,1
204564,72827159,2013-11-01,23700,1
204564,72827161,2013-11-01,13600,1
204564,72827163,2013-11-01,14200,1
204564,72827132,2013-11-01,20800,1
204564,72827173,2013-11-01,28800,1
204564,60166065,2013-01-01,18000,1
224576,99084874,2015-03-01,115400,0
224576,103424801,2015-06-01,47900,0
226761,102070937,2015-05-01,3451600,0
226761,92564750,2014-10-01,28034700,0
226761,106715321,2015-08-01,1826700,0
226761,100384891,2015-04-01,1991300,0
226761,108811724,2015-05-01,3451600,0
226761,103724435,2015-07-01,0,0
238286,99974206,2015-04-01,1641300,1
241646,73394254,2013-08-01,210000,0
246426,73327265,2013-11-01,40000,0
246426,96520530,2015-01-01,344800,0
247317,76455054,2014-03-01,5300,0
247317,80124098,2014-04-01,5500,0
247467,66085709,2013-05-01,5000,0
247467,66085701,2013-05-01,5100,0
247467,66085705,2013-05-01,7800,0
247824,67901529,2013-07-01,150000,0
250753,60055094,2012-12-01,3100,1
257376,110604615,2015-07-01,5356900,0
257376,97935568,2014-12-01,52000,0
257376,73241363,2012-09-01,177100,0
257376,42394905,2012-09-01,177100,0
257376,110580611,2015-06-01,144100,0
257376,85274149,2014-08-01,5356900,0
257376,104247317,2015-07-01,5356900,0
257376,101684314,2014-12-01,52000,0
257376,91902946,2014-08-01,5356900,0
264314,85054937,2014-04-01,10600,0
273129,86295159,2014-09-01,10000,0
273129,92424482,2014-09-01,20000,0
273129,86295168,2014-09-01,15000,0
273129,86295182,2014-09-01,17000,0
273129,86295186,2014-09-01,11000,0
273129,86295154,2014-09-01,20000,0
273129,92424498,2014-09-01,17000,0
273129,86295147,2014-09-01,26000,0
273129,92424489,2014-09-01,15000,0
273129,86295176,2014-09-01,10000,0
275187,110001769,2015-06-01,194400,0
275187,106926811,2015-08-01,82100,0
278487,106294523,2015-08-01,8000,1
278487,108906666,2015-08-01,8000,1
280478,76449801,2014-01-01,39900,0
280478,76449820,2014-01-01,2800,0
286386,81336635,2014-04-01,129700,1
286386,75000573,2014-01-01,5000,1
287437,67784756,2013-08-01,1114700,0
288845,61452045,2013-03-01,20142000,0
294097,92400331,2014-02-01,116600,0
294097,79620033,2014-02-01,116600,0
294097,76430370,2014-02-01,116600,0
297109,11520427,2015-08-01,300400,1
297109,106071344,2015-08-01,95800,1
297109,106071342,2015-08-01,300400,1
297109,108895855,2015-08-01,300400,1
297109,105604528,2015-08-01,36700,1
297752,67902681,2013-07-01,7500,0
297752,61431006,2013-03-01,7500,0
299270,81326966,2014-02-01,14000,0
299270,75077291,2014-02-01,101300,0
299270,75062683,2014-02-01,14000,0
299270,97820013,2014-09-01,0,0
299270,91929892,2014-09-01,0,0
